lat,lon,state,Alkalinity_total,Dissolved_oxygen_DO,Hardness_Ca_Mg,Specific_conductance,Temperature_water,Total_dissolved_solids,Turbidity,pH
29.09675,-82.436263889,FL,,5.1,,,,95.0,,
29.097336111,-81.273833333,FL,,,,,,,0.31,
29.101441667,-82.481505556,FL,,,,,22.1,,,
29.101941667,-82.437772222,FL,,,,156.0,,,,
29.102502779,-81.415591667,FL,,,,963.0,18.5,,,
29.103842277,-80.971682926,FL,132.4044,4.32,,,24.0105,,4.3517,
29.106929001,-81.023123,FL,,5.85,,,26.5,,,
29.112008333,-82.432897222,FL,,4.39,,,,,,
29.12239981,-80.963239805,FL,,,,44740.0,19.2,,,
29.125953001,-81.029493,FL,,1.5,,,,,1.24945,
29.13433655,-81.362913519,FL,,0.83,,740.0,,421.0,,
29.139008333,-82.386180556,FL,,3.07,,402.0,,,,
29.139481112,-82.061996944,FL,,,,,,241.5,,
29.141449697,-81.044966225,FL,,,,,19.2,,1.89,
29.143105556,-81.126686111,FL,230.3806,,,,,,,
29.154511111,-82.446327778,FL,,,,,23.0,,,
29.155709988,-81.016346,FL,,7.75,,,,,,
29.157500001,-80.9805556,FL,,6.69,,,22.5,,,
29.160249989,-82.63153,FL,287.2563,,,522.0,,308.0,,
29.1602539063552,-96.546360842633,TX,,,,385.5833333333333,27.145454545454548,,16.35,7.7
29.160400001,-80.9885,FL,,,,42.0,,,,
29.161182332,-82.638695492,FL,,,,,,,2.19,
29.161381143,-81.3138248,FL,,,,,21.6,,,
29.1665761,-81.158023056,FL,0.65,,,,,,,
29.167106345,-81.522829754,FL,,,,1181.0,26.386000000000003,360.0,3.4621,
29.1694811,-81.641886944,FL,,,,223.2,,118.0,,
29.182318056,-81.826922222,FL,,,,,22.16,,,
29.18233639,-81.826928333,FL,,,,,,16.0,,
29.183611112,-81.708138889,FL,43.2093,,,,,,,
29.183654417,-81.992730861,FL,22.4642,,,238.0,,,,
29.183655001,-81.167947,FL,,,,,,,0.17,
29.183786174,-81.712417392,FL,,,,108.2,,64.5,0.5,
29.194319444,-82.216888889,FL,,,,,23.4,,,
29.194444001,-81.001267,FL,,6.725,,,,,,
29.20138691,-81.562644839,FL,,,,684.0,,,,
29.203415691,-81.011499153,FL,,,,41788.0,,,,
29.20974766,-82.034531458,FL,,,,469.9,,,,
29.211504325,-81.989844311,FL,,,,489.6,,,,
29.211770001,-82.03537,FL,,,,,23.5,,,
29.214388932,-82.053828627,FL,,,,,23.55,,,
29.2149764055921,-82.0411999608434,FL,,,,499.3,23.45,,,7.44
29.214990001,-82.0519,FL,,,,,24.1,,,
29.215020001,-82.04334,FL,,5.63,,,,,,
29.215270001,-82.04983,FL,,,,,23.85,,,
29.215290001,-82.05201,FL,,,,515.0,23.4,,,
29.215570001,-82.0413,FL,,4.78,,499.8,,,,
29.215680889,-82.0453442,FL,,,,,23.9,,,
29.215805589,-82.0442222,FL,,2.73,,,,,,
29.215861089,-82.0450278,FL,,,,403.4,23.6,,,
29.215873196,-82.040868221,FL,,,,,,,0.5,
29.216050001,-82.04651,FL,,,,516.0,,,,
29.216150001,-82.0528,FL,,1.79,,,23.666666666666668,,,
29.216190001,-82.04927,FL,,,,,23.2,,,
29.216209689,-82.0492197,FL,,,,407.8,,,,
29.216277789,-82.0528333,FL,,,,,22.9,,,
29.217062001,-81.109669,FL,,,,,,,4.174575806,
29.217170072,-81.109678639,FL,,5.99,,390.875,,,,
29.219733,-81.987304,FL,,,,459.0,,,,
29.221561994,-82.75805802,FL,,6.3549999999999995,,,19.7,,1.1,
29.2221853086533,-98.355846269898,TX,,,,661.1,23.14,,314.62,7.8
29.231666701,-81.0233333,FL,,,,,25.4,,,
29.234136933,-82.042120556,FL,,,,,,360.0,,
29.23679992,-95.79754603,TX,,,,,,,7.2,
29.237580544,-82.936027778,FL,149.5843,,,4980.0,,,,
29.2416666,-83.208333,FL,,,,,15.8,,,
29.247047222,-81.463491667,FL,,,,,,141.5,,
29.253780295,-82.724511641,FL,151.504,,,,,,,
29.254666701,-81.0345,FL,,,,,21.1,,,
29.254670001,-82.12815,FL,,,,,23.3,,0.11,
29.254833301,-81.1236667,FL,,,,,,,2.3345,
29.259125,-82.505286111,FL,,,,612.0,,,,
29.259127778,-82.505336111,FL,223.0,0.42,,,24.0,,,
29.2621828612852,-98.5814073975481,TX,,,,924.6666666666666,22.0,,386.0,7.692857142857143
29.263869444,-82.43225,FL,,,,,25.4,,,
29.269961,-83.123734,FL,,,,,,6940.0,,
29.273055601,-81.0452778,FL,,7.57,,,,,,
29.275934914,-82.736659346,FL,107.4734,6.19,,,19.9,,,
29.280522988,-82.656218,FL,,,,216.0,,,0.35,
29.284722222,-81.126388889,FL,,0.32,,,,,,
29.293629445,-81.378845833,FL,,,,78.6,,,,
29.296555544,-83.032469444,FL,,,,,,,0.9926,
29.297611101,-81.05625,FL,,6.24,,,,,,
29.2993,-83.2361,FL,,7.8,,,32.7,,,
29.305280001,-83.18556,FL,,,,46200.0,,,,
29.305423305,-81.094118017,FL,,6.86,,1135.0,,,,
29.307263878,-82.596183333,FL,,,,,23.4,,,
29.308306001,-81.606375,FL,,7.24,,958.6666666666666,25.6595,,7.23625,
29.311071,-83.146791,FL,,6.74,,,16.9,,1.4714,
29.315502777777777,-95.44972222222222,TX,,,55.5,726.5,25.9,270.84666666666664,0.3,8.15
29.316390001,-83.11944,FL,,,,221.0,,,,
29.32013889,-81.385741667,FL,,,,87.8,22.366,,,
29.322900001,-81.06561,FL,,,,,29.3,,,
29.325833333,-81.079722222,FL,,,,,,1700.0,,
29.326707,-81.50174,FL,,,,133.2,,,,
29.327908333,-81.494858333,FL,,,,474.0,,,,
29.3299583668677,-98.5841856078531,TX,,,285.0,639.5,13.2,261.5133333333333,2.3,7.949999999999999
29.3305555555556,-95.0469444444444,TX,,,45.7,1008.0,26.9,292.395,0.4,8.25
29.332516,-98.461469,TX,,4.440909090909091,,789.1363636363636,21.349999999999998,,,
29.332709,-98.461278,TX,,5.654166666666666,,531.7083333333334,21.34166666666667,,,
29.33288,-98.453198,TX,,7.3625,,827.0416666666666,21.84583333333333,,,
29.3345,-98.4559647,TX,,6.404166666666666,,806.9583333333334,23.195833333333336,0.45,,
29.34213889,-81.086347222,FL,,3.46,,,,,,
29.348306112,-81.453008056,FL,,,,,,56.5,,
29.349686143162536,-95.58246348462062,TX,,,167.44516129032257,622.7692307692307,24.038888888888888,2173.073306451613,357.0,8.0984375
29.350501759,-81.732378548,FL,,4.34,,,,,,
29.35163889,-81.779455556,FL,,8.17,,,,,,
29.352261024,-82.738398771,FL,,,,,,792.5,4.25,
29.362227778,-82.535027778,FL,,,,247.0,,,,
29.365555555555556,-98.58583333333333,TX,,,240.66666666666666,589.5,22.733333333333334,168.71583333333334,4.833333333333333,7.75
29.36695,-98.62656944444444,TX,,,159.0,382.0,26.8,112.0925,2.4499999999999997,7.7
29.371764195,-81.901677028,FL,,6.346666666666667,,477.1,,,,
29.377647223,-81.627680556,FL,,,,941.0,26.7915,,,
29.386722222,-81.353638889,FL,,3.52,,616.5,,,1.9,
29.391161001,-81.091708,FL,,4.61,,,29.0,,,
29.393880555555555,-98.60135,TX,,,305.6666666666667,689.5,22.266666666666666,203.09166666666667,4.383333333333334,7.6000000000000005
29.394416667,-81.371388889,FL,,,,,,,3.6606,
29.39626944444444,-94.8437,TX,,,,26000.0,20.7,,11.0,8.2
29.396449989,-83.02226,FL,,,,1161.0,,,,
29.399170001,-83.02278,FL,,8.28,,,,,,
29.402111098,-83.15992222,FL,,,,,29.3,,,
29.404777779,-81.354111111,FL,19.6046,4.3549999999999995,,178.35000000000002,27.432,,6.2691,
29.40611111111111,-98.60694444444444,TX,,,308.0,743.0,21.3,226.72125,7.2,7.75
29.407687962,-81.121912172,FL,,3.95,,,,,,
29.411000001,-81.103,FL,,,,33262.0,,,,
29.416194662,-82.888468076,FL,188.3649,,,,,230.0,,
29.416299989,-82.9275,FL,,1.7349999999999999,,,23.4,,,
29.419814128,-82.864709839,FL,202.3647,,,,,222.0,0.28,
29.42283602,-95.12427567,TX,,,,,,,4.0,
29.424722222,-81.436666667,FL,,,,,,,0.949563443660736,
29.4285667929798,-99.9972870990477,TX,,,219.0,431.0,25.1,121.165,0.0,8.15
29.43856412355583,-99.28340128203077,TX,,,238.125,429.8125,21.285714285714285,131.428125,3.08,7.6125
29.439166655,-82.905833333,FL,,1.47,,,,,1.52,
29.4417,-83.3417,FL,,7.26,,,,,6.6,
29.441837956,-82.109056358,FL,,,,,,,0.7724,
29.444944444,-81.425166667,FL,212.0414,,,425.0,,,,
29.456373044,-81.257728611,FL,,,,2150.0,,,,
29.46213695,-100.0014734,TX,,,,,,,0.89,
29.462769989,-82.631064444,FL,,,,167.1,,,,
29.46321111111111,-94.9284,TX,,,,25600.0,21.6,,7.4,8.4
29.464631655,-83.000657778,FL,,,,1006.0,,,,
29.466527778,-81.421972222,FL,41.3795,,,1261.0,,,2.8738724286397,
29.473590989,-82.978968,FL,,,,,,59.0,11.0,
29.474009711,-82.886444167,FL,,1.19,,,,,0.6975,
29.474722222,-81.697777778,FL,,4.566666666666666,,451.2,25.8785,,0.5109,
29.475963322,-82.964024722,FL,,,,,21.8,,,
29.476027778,-81.136361111,FL,126.7638,4.88,,36577.0,27.067,,,
29.48066139,-82.541712778,FL,,,,201.6,,,,
29.481621552,-82.969946345,FL,232.3916,,,,22.3,,0.33,
29.484719989,-82.96677,FL,,,,,,297.5,,
29.488564955177,-99.7047756215394,TX,,,243.13095238095238,496.2676056338028,21.314432989690722,186.19145922746782,2.012962962962963,7.876666666666666
29.489532661,-82.976842712,FL,,,,,,294.0,,
29.4896808031832,-82.9767910603629,FL,,,,526.625,22.8,,,7.1000000000000005
29.490411989,-82.789907,FL,200.1538,3.09,,,,,,
29.4910644110696,-99.4928241298681,TX,,,230.0,461.5,24.4,136.185,14.0,7.949999999999999
29.4952777777778,-98.5955555555555,TX,,,313.14285714285717,630.0588235294117,22.5,179.60071428571428,1.175,7.31764705882353
29.498869444444445,-94.66581944444444,TX,,,,23200.0,16.1,,10.0,8.2
29.50203353,-96.39370081,TX,,,,,,,21.2,
29.5046757586628,-99.7814451715044,TX,,,214.0,414.5,27.6,115.655,0.0,8.15
29.509457072,-81.946232333,FL,16.0192,7.22,,,,,,
29.514080555555555,-94.84085,TX,,,,20600.0,14.3,,8.0,8.4
29.514279989,-82.95573,FL,141.7009,,,1199.0,,,,
29.51494444444445,-98.26684722222222,TX,,,187.79999999999998,578.8,20.65,149.8525,4.3,7.92
29.516750001,-82.120608333,FL,,,,104.9,,,12.8778,
29.5169497,-82.222699659,FL,,,,98.6,,,,
29.522500001,-81.94,FL,,,,,,,1.1578,
29.525727777777774,-98.29578611111113,TX,,,,120.0,10.0,,18.0,7.8
29.527175279,-83.2410325,FL,,1.28,,,,321.0,0.18,
29.52941,-82.30198,FL,,,,,24.7,,,
29.529556,-81.553722,FL,,4.325,,375.35,24.60125,,3.9964,
29.530000001,-81.7466,FL,,,,369.0,,,,
29.535019444444448,-94.9695,TX,,,,20700.0,21.5,,12.0,8.7
29.5391666666667,-98.7513888888889,TX,,,113.0,216.0,,,,8.0
29.541433333333337,-98.26051111111111,TX,,,45.3,98.5,14.2,48.70333333333334,45.0,7.85
29.541666666666668,-98.26288611111111,TX,,,42.45,98.0,17.25,38.025,2.6,7.75
29.547683989,-82.107605,FL,,,,,,,0.69,
29.5477777777778,-98.6355555555556,TX,,,347.3333333333333,665.0,23.216666666666665,204.11083333333332,0.525,7.263636363636365
29.550933333333333,-98.2538388888889,TX,,,284.6666666666667,559.5,16.533333333333335,190.4118181818182,111.325,7.816666666666666
29.561564285,-81.180287335,FL,,5.59,,14970.0,28.541,,,
29.565403072,-82.140631722,FL,,,,,,,0.54,
29.5680555555556,-98.6616666666667,TX,,,302.0,613.5,23.3,164.22,,7.35
29.5700305555556,-99.2476888888889,TX,,,174.0,369.5,27.3,108.145,43.0,8.15
29.57328400152,-99.4030997373775,TX,,,182.0,370.0,25.5,111.65,34.0,8.05
29.5785610755979,-98.6916896315616,TX,,,171.66666666666666,419.4,24.9,,27.0,7.9
29.586107988,-82.935595,FL,,,,,,357.0,,
29.5877777777778,-98.5486111111111,TX,,,275.94444444444446,548.1515151515151,22.393333333333334,159.07666666666668,2.953333333333333,7.45
29.5891247135187,-82.9331796705523,FL,,,,555.1428571428571,22.983333333333334,,,7.18
29.589346989,-82.151666,FL,,,,,,,1.63,
29.589722222,-81.575833333,FL,,0.33,,,,,0.08499999999999999,
29.5930555555556,-98.5991666666667,TX,,,52.43333333333334,154.8,23.4,,310.0,8.12
29.595278001,-81.679167,FL,76.4257,7.67,,908.125,23.515666666666664,,,
29.597177,-82.941511,FL,,,,530.0,,,,
29.5991,-82.07565,FL,,,,,,,26.3,
29.5996713904458,-98.4789064494174,TX,,,44.3,106.0,,,,7.9
29.5997222222222,-98.48,TX,,,332.6521739130435,644.6818181818181,23.666666666666668,178.39434782608694,1.55,7.443181818181818
29.601329989,-85.02765,FL,95.0,,,,29.8,,,
29.605394349,-82.301729067,FL,,,,132.5,,,,
29.606158334,-82.137666389,FL,,,,76.0,,,,
29.609235556,-82.247326667,FL,,,,,,,0.08,
29.611584395,-82.24847549,FL,,,,,,,16.0868,
29.620011112,-81.207694444,FL,124.8299,,,30177.0,,,,
29.620900051,-82.307242682,FL,,,,,,,0.63,
29.62163,-82.34003,FL,,,,,,,28.6,
29.624947211,-83.104747222,FL,178.7711,,,,,,,
29.625,-83.458333,FL,,7.41,,,,,,
29.6293861111111,-98.448825,TX,,,59.81428571428571,144.625,8.8,39.055,21.0,7.9375
29.629750984,-82.410832042,FL,,,,,27.4,,,
29.630433807,-82.322548746,FL,100.0,7.11,,,,,,
29.630781348986,-98.5655755265633,TX,,,48.325,123.4,8.6,,69.0,7.9
29.631719444,-81.205338889,FL,126.5901,,,,23.6,,,
29.634323989,-82.898339,FL,,,,,24.9,,0.5,
29.637039689,-82.61718,FL,216.0,,,,,,,
29.637179989,-81.31233,FL,,,,,16.0,,,
29.642496649,-82.854519898,FL,,,,,22.7,,2.27,
29.643521989,-82.9431,FL,,,,543.0,,,3.2350000000000003,
29.643611,-81.625,FL,,6.866666666666667,,945.75,29.449,,,
29.644428758,-82.943530584,FL,,2.32,,465.0,,,,
29.645277779,-82.22,FL,,,,,18.382,,,
29.6460519692052,-92.4470809265514,LA,,,,1530.0,22.9,,,
29.646249989,-82.93962,FL,,,,522.0,,,,
29.647050001,-82.33366,FL,,6.21,,424.5,,,,
29.650399989,-84.9289,FL,,9.01,,,19.5,,,
29.65086722,-100.0203813,TX,,,,,,,0.0,
29.651096668,-82.320465277,FL,,,,,,,0.73,
29.651649989,-81.301405,FL,,6.12,,,,,,
29.651736524,-82.251273232,FL,,,,180.0,,,2.54,
29.654778599,-82.538897778,FL,,,,432.75,,,,
29.654889989,-82.887726,FL,,,,598.0,,,0.62,
29.664146933,-81.694293889,FL,,0.33,,,,,3.1,
29.664722222,-81.218055556,FL,,,,,,,2.7185,
29.667027207,-81.257421974,FL,,7.63,,17880.0,21.84,,,
29.667092928,-82.348741312,FL,85.0,,,,26.7,,,
29.667699989,-84.994,FL,,,,,16.5,,,
29.672350708,-82.719669796,FL,,0.45,,,,,0.5,
29.673179989,-83.37232,FL,,,,644.0,,,,
29.675235026,-82.951777288,FL,,1.33,,534.0,,,,
29.675400001,-82.0087,FL,,,,27.0,,,,
29.6755555555556,-94.6661138888889,TX,,,,8053.5,23.13888888888889,2088.601666666667,42.51111111111111,7.283333333333333
29.675900001,-82.0083,FL,,,,28.0,,,,
29.676300001,-82.0079,FL,,,,26.564999999999998,,,,
29.678869056,-85.060207809,FL,,6.51,,,27.0,,,
29.679388889,-81.621191667,FL,,,,1550.0,,,,
29.679519989,-82.8571,FL,,,,543.0,,,,
29.685979228,-81.576488566,FL,115.64985,,,2015.0,17.779,,,
29.687700001,-82.0186,FL,,,,56.0,,,,
29.687838499,-82.206430633,FL,,,,,25.666,,,
29.688066312,-82.22081239,FL,,,,,18.2,,,
29.688358433,-81.742000167,FL,,6.97,,,,,,
29.689300001,-82.0067,FL,,,,24.0,,,,
29.69284820804636,-91.21195072040246,LA,,,111.15384615384616,314.30434782608694,21.414285714285715,8282.808913043478,61.45454545454545,7.877272727272728
29.69474588,-81.580111478,FL,101.7487,,,1472.0,,,,
29.6949166666667,-94.6201111111111,TX,,,,572.6666666666666,22.700000000000003,114.06944444444444,25.633333333333333,7.211111111111112
29.697400001,-81.9437,FL,,,,23.0,,,,
29.697700001,-81.9428,FL,,,,19.6,,,,
29.698270001,-82.27998,FL,,,,,22.6,,,
29.698276989,-82.613568,FL,191.0,,,,23.8,,,
29.698778,-81.641434,FL,84.3701,6.07,,935.0,20.748,,,
29.699400001,-85.3632,FL,,,,44.0,,,,
29.701075,-81.661202,FL,63.1267,5.595,,816.0,,,3.5052,
29.7013972222222,-94.9998027777778,TX,,,,17700.0,28.6,,12.0,7.9
29.702099989,-84.8802,FL,,,,32536.5,17.0,,,
29.702500001,-81.9966,FL,,,,62.0,,,,
29.703500001,-81.9983,FL,,,,62.0,,,,
29.708644433,-83.294886111,FL,,0.06,,548.0,,,,
29.710206975,-81.484401732,FL,77.5213,,,1671.0,,,,
29.711984989,-82.635447,FL,,,,,,307.0,45.01,
29.712175488807738,-95.32273474493353,TX,,,,156.9375,21.94375,,42.6875,7.56875
29.7127777777778,-98.1375,TX,,,287.6,553.5,23.639999999999997,166.826,2.1,7.43
29.714123028,-81.5452545,FL,,,,,,,4.886,
29.7141666666667,-95.3388888888889,TX,,,,159.5,21.98125,,41.875,7.58125
29.714359585,-81.480683907,FL,,,,1049.0,21.0,,6.7,
29.715524509,-81.235663095,FL,,,,8920.0,,,,
29.716763698,-82.393038918,FL,,,,,25.7,,,
29.721942489,-82.474189444,FL,,,,,,213.0,,
29.723046112,-81.822458889,FL,,,,,23.65,,,
29.723470001,-81.48439,FL,,5.86,,548.0,26.638,,4.2591,
29.723672518,-81.48476478,FL,,3.445,,682.0,12.8,,,
29.725408989,-82.728031,FL,,,,,,205.0,,
29.725553989,-82.687888,FL,83.0,,,,,,1.9,
29.726900001,-82.4219,FL,,,,132.0,,,,
29.729472193,-81.486956326,FL,,,,,24.7,,,
29.72950605,-81.486981969,FL,,3.02,,1037.5,23.65,,,
29.729540749,-81.487010729,FL,,,,,23.4,,,
29.729554724,-81.487025481,FL,,,,1488.0,,,,
29.729683081,-81.48706788,FL,,,,,,,17.0,
29.730585861,-81.490600466,FL,,,,,,,28.0,
29.7306111111111,-94.6602944444444,TX,,,,452.0,22.700000000000003,101.86907407407408,42.72222222222222,7.077777777777778
29.730799989,-84.9452,FL,53.0,,,,,,,
29.73362194,-96.66281509,TX,,,,,,,15.2,
29.733794156,-81.837738611,FL,,,,,15.362,,,
29.7348333,-85.331666,FL,,,,,,,0.3,
29.735700001,-85.3849,FL,,,,47.0,,,,
29.737043658,-81.245953061,FL,,,,54115.0,,,,
29.738700001,-82.0723,FL,,,,94.0,,,,
29.740858334,-81.713611111,FL,,,,,18.074,,,
29.741112911,-81.503754798,FL,,3.7,,376.0,,,0.7,
29.742490547,-82.790098339,FL,225.2901,,,427.0,21.8,,,
29.74525,-94.6696611111111,TX,,,,504.7692307692308,23.815384615384616,143.65692307692308,12.607692307692307,6.638461538461538
29.745842989,-82.66142,FL,,,,,23.4,,,
29.747220001,-82.08056,FL,,,,,,68.0,,
29.747459989,-82.0804,FL,,7.28,,,,,,
29.749394767446,-95.2910472888826,TX,,,,1977.9655172413793,116.81333333333333,,88.33333333333333,
29.7508333333333,-95.6255555555556,TX,,,324.0,835.5,26.1,324.5466666666667,8.1,7.1
29.7543946427494,-95.2977141038655,TX,,,,395.8695652173913,20.504347826086956,,93.56521739130434,7.313043478260869
29.759106945,-82.424994636,FL,,,,,,,3.42,
29.7599501651968,-95.3291038213312,TX,,,,213.47826086956522,20.07391304347826,,91.78260869565217,7.7043478260869565
29.760779706,-81.528165663,FL,,,,797.0,16.35,,7.25,
29.7610430909001,-90.1459078526945,LA,,,,455.0,25.3,,,7.5
29.761582489,-83.043041667,FL,,0.42,,,,,,
29.765461989,-82.412452,FL,,6.33,,415.4,,,,
29.7657596127929,-90.1427827519238,LA,,,,680.0,25.6,,,
29.767626656,-84.993049167,FL,,,,,,,8.8,
29.7685666666667,-95.0742027777778,TX,,,115.31733333333332,353.2116788321168,22.69080459770115,133.83385650224216,24.488505747126435,7.714942528735633
29.7686111111111,-95.6444444444444,TX,,,192.0,521.0,24.9,204.46666666666667,8.8,7.75
29.768865666,-81.258505333,FL,,5.295,,,24.735,,1.48451113700867,
29.769718989,-82.667296,FL,,7.31,,,,,2.2,
29.770292369,-82.429686822,FL,,7.06,,448.6,,,,
29.770562796,-85.043024491,FL,,,,119.9,28.0,,,
29.770800001,-82.0927,FL,,,,69.0,,,,
29.771565547,-81.480146243,FL,,4.13,,,,,,
29.7722222222222,-95.7347222222222,TX,,,197.0,777.5,25.0,215.29,5.2,6.9
29.774618472,-83.323914029,FL,,,,,,,18.6,
29.77463152,-81.316147923,FL,,5.11,,,,,,
29.7785861111111,-95.0644277777778,TX,,,115.02666666666667,353.6521739130435,22.45402298850575,133.55982062780268,28.195402298850574,7.714942528735633
29.7825,-95.6908333333333,TX,,,488.0,1475.0,25.5,558.3833333333333,41.0,7.5
29.785799989,-84.8752,FL,38.666666666666664,,,9023.0,25.9,,,
29.794779989,-83.4668,FL,113.052,,,241.0,,,5.3655,
29.7971516115872,-91.6731707513966,LA,,,,1150.0,22.9,,,
29.797547535,-82.920267538,FL,,5.01,,,20.3,,,
29.800260989,-82.735306,FL,,,,,,,0.1,
29.801144591,-82.508774042,FL,,,,397.0,,,,
29.801233358,-82.508897144,FL,,1.17,,,,,,
29.801283333333338,-90.158175,LA,,,,406.0,24.5,,,7.8
29.801690001,-81.55453,FL,,7.655,,950.5,23.37,,,
29.8019444444444,-95.7575,TX,,,298.0,777.0,26.2,316.21999999999997,1.0,7.449999999999999
29.80624273,-95.2141665,TX,,,,,,,5.1,
29.809027779,-82.032955556,FL,,,,36.4,,,,
29.810780001,-82.93583,FL,,,,208.0,,177.0,1.0933,
29.811277767,-81.291666667,FL,,6.87,,,,,,
29.8124304341901,-90.1275738625808,LA,,,,554.5,24.1,,,7.0
29.813944444444445,-90.15969444444444,LA,,,,,24.5,,,
29.818883056,-82.018881667,FL,5.0,,,,,33.5,,
29.8193611,-81.330063889,FL,,,,,,29600.0,,
29.82024445,-81.956517004,FL,,0.01,,,,,,
29.820827489,-85.102419444,FL,,2.68,,,,,,
29.8219444444444,-95.5347222222222,TX,,,277.0,755.5,23.8,306.54,6.5,7.199999999999999
29.822433322,-81.346613889,FL,,,,,,,15.7,
29.824548988,-85.385778,FL,,7.776666666666667,,50999.0,,,,
29.825716674,-82.648958253,FL,,,,391.0,,,,
29.828338544,-81.313797017,FL,,,,36428.0,,,,
29.828784989,-82.71229,FL,,,,,22.7,,,
29.829929329,-82.682825016,FL,,,,383.0,,,0.9473,
29.830260001,-82.68245,FL,,5.49,,,22.3,,,
29.8322222222222,-94.635,TX,,,262.0,602.5,23.9,231.48666666666668,0.2,7.55
29.8325,-95.5188888888889,TX,,,368.0,830.5,25.0,324.55,8.7,7.199999999999999
29.832509694,-82.678220956,FL,,,,,22.6,,,
29.832722001,-82.677611,FL,,,,,20.5,,,
29.832822001,-82.680733,FL,,,,448.9,,,,
29.832905544,-81.303958333,FL,,,,,,33300.0,,
29.833343168,-82.679798813,FL,,3.11,,,,,,
29.833388073,-82.679762915,FL,196.634,,,,,,,
29.835164616,-82.696624082,FL,,,,415.6,,,,
29.8357631645941,-90.1514633717576,LA,,,,521.5,24.1,,,7.2
29.83607809033832,-82.70014952949528,FL,,,,359.2,22.600000000000005,,,
29.836250001,-82.696417,FL,,,,,22.5,,,
29.836338989,-82.700121,FL,158.0,,,,,,,
29.8370777777778,-94.7635944444445,TX,,,,347.5151515151515,25.321428571428573,,32.52222222222222,7.682142857142857
29.8371695200465,-95.233267148933,TX,,,,295.0,24.4,,36.0,7.5
29.839297223,-81.957833333,FL,,7.48,,,24.598,,,
29.839413968,-82.163369677,FL,,,,,,,0.6668,
29.839955988,-82.703452,FL,168.1087,,,,,,,
29.840469123,-82.705812525,FL,,2.26,,,,,,
29.8421555104359,-92.3423543417769,LA,,,,1360.0,22.1,,,
29.846312402,-82.219639534,FL,,9.71,,,,,,
29.8469444444444,-95.4252777777778,TX,,,329.0,741.5,22.5,218.795,2.4,7.25
29.847183961,-81.360821861,FL,,,,324.5,21.678,,,
29.847875,-90.143125,LA,,,,675.5,24.6,,,7.0
29.848982257,-82.714941974,FL,174.7522,4.45,,,,,0.6194,
29.851630379,-81.301751389,FL,75.2,,,,,,,
29.852096656,-82.018671667,FL,,,,159.3,,,,
29.852687188,-84.980286,FL,,,,,28.4,,,
29.85409006,-82.611917813,FL,,3.51,,,22.8,,,
29.854422222222222,-90.122575,LA,,,,1110.0,25.5,,,7.5
29.855911262,-82.756686093,FL,,,,339.0,,,,
29.856211933,-84.664016111,FL,,,,305.0,,,,
29.857150844441,-89.977847053653,LA,,,138.63636363636363,385.6363636363636,17.958333333333332,70076.69568181818,41.58461538461539,7.976190476190476
29.8588333333333,-94.55525,TX,,,,270.8333333333333,22.02777777777778,65.26038461538461,34.26111111111111,6.872222222222223
29.8591666666667,-95.4586111111111,TX,,,706.0,1800.0,24.5,698.8333333333334,13.0,6.85
29.864008333333334,-90.12246944444443,LA,,,,816.0,24.4,,,6.9
29.8641666666667,-95.5066666666667,TX,,,328.0,955.0,23.9,386.9266666666667,36.0,7.1
29.864920989,-82.739724,FL,158.0,4.35,,,,,,
29.86618889,-81.305908333,FL,,5.09,,50168.0,,,,
29.868291666666668,-90.20297777777778,LA,,,,409.5,25.3,,,7.9
29.86857475,-98.18765891,TX,,,,,,,1.7,
29.868851972,-81.307461562,FL,,5.61,,,,,,
29.872777778,-81.659722222,FL,,,,204.0,,,,
29.873829314,-82.591606881,FL,,2.02,,,,,,
29.8755555555556,-95.4947222222222,TX,,,418.0,808.0,25.2,328.21999999999997,7.5,7.1
29.8763342569903,-95.0938188708232,TX,,,,551.2,20.847368421052632,,48.92666666666666,7.842105263157895
29.878850988,-82.336497,FL,,,,,,,2.517,
29.8802777777778,-95.6869444444444,TX,,,180.0,588.0,25.7,233.49333333333334,5.4,7.75
29.8855555555556,-85.2436111111111,FL,,,,10439.25,24.322222222222223,,,
29.889149989,-81.3218,FL,,,,50363.0,,,,
29.8897222222222,-85.2547222222222,FL,,,,4004.7272727272725,24.119999999999997,,,
29.895,-81.594722,FL,,7.24,,1022.25,27.076999999999998,,2.5379,
29.8960413156101,-92.1687380832365,LA,,,,2710.0,,,,
29.9069444444444,-95.5161111111111,TX,,,189.0,897.5,24.3,361.91,0.7,7.4
29.907002575,-82.534659796,FL,,,,,19.4,,0.85,
29.909425544,-82.504909167,FL,,,,699.0,,,,
29.91159692,-82.860301458,FL,,,,,,,1.3367,
29.922788988,-82.926162,FL,,,,,,,2.3849,
29.926646747,-82.410839053,FL,,,,181.2,,,3.32,
29.931644433,-82.185479444,FL,14.0,,,,,,,
29.9325,-95.6025,TX,,,373.0,1175.0,24.4,456.31333333333333,15.0,7.1
29.933310001,-82.79942,FL,,6.72,,,,,,
29.934605735,-82.530012829,FL,,,,,,,2.4,
29.935207677,-82.798696093,FL,,,,,21.1,,,
29.936212863,-82.112486933,FL,,,,,,,12.0,
29.936773028,-82.797915364,FL,,6.02,,,,,,
29.938085267,-82.175919444,FL,,,,115.0,,,,
