system:index,lat,lon,mndwi,ndci,ndvi,.geo
183,40.92579,-111.90022,-0.44163491513682024,0.1254295532646048,0.33896103896103896,"{""type"":""Point"",""coordinates"":[-111.90022,40.925790000000006]}"
184,40.41135,-111.32129,-0.27475800446760984,0.11884057971014493,0.38990825688073394,"{""type"":""Point"",""coordinates"":[-111.32129,40.41134999999999]}"
185,44.92221,-85.88328,0.45454545454545453,-0.061224489795918366,-0.43119266055045874,"{""type"":""Point"",""coordinates"":[-85.88328000000001,44.92221000000001]}"
186,40.22962,-106.0598,-0.3754074074074074,0.048087048087048084,0.38973897389738976,"{""type"":""Point"",""coordinates"":[-106.05980000000001,40.229620000000004]}"
187,27.34383,-82.15661,-0.14069081718618365,-0.05813118989522032,0.17372786370768886,"{""type"":""Point"",""coordinates"":[-82.15661,27.34383]}"
188,28.82398,-81.39738,-0.15216083856001375,-0.09274873524451939,0.11452728670253651,"{""type"":""Point"",""coordinates"":[-81.39738,28.823980000000002]}"
189,39.99716,-77.73308,-0.39554423933800126,0.06349206349206349,0.24800849707912906,"{""type"":""Point"",""coordinates"":[-77.73308,39.99716]}"
190,44.92263,-93.60317,0.6577181208053692,-0.02875399361022364,-0.14590747330960854,"{""type"":""Point"",""coordinates"":[-93.60317,44.92263]}"
191,40.49884,-123.09938,-0.5120292887029289,0.36737884314747266,0.7799927509967379,"{""type"":""Point"",""coordinates"":[-123.09938,40.49884000000001]}"
192,40.69911,-105.69196,-0.40186915887850466,0.06863468634686347,0.16754617414248021,"{""type"":""Point"",""coordinates"":[-105.69196,40.69910999999999]}"
193,30.53053,-86.50575,-0.525065963060686,0.30066445182724255,0.6695447409733124,"{""type"":""Point"",""coordinates"":[-86.50575,30.53053]}"
194,46.66065,-120.47894,-0.4271797369702874,0.12583551293228712,0.37645107794361526,"{""type"":""Point"",""coordinates"":[-120.47894,46.66065]}"
195,46.12222,-91.94946,0.5470668485675307,-0.03770197486535009,-0.32265446224256294,"{""type"":""Point"",""coordinates"":[-91.94946,46.12222]}"
196,41.11004,-74.39176,-0.5951233342784236,0.44101633393829404,0.597517151257759,"{""type"":""Point"",""coordinates"":[-74.39176,41.11004]}"
197,43.71404,-86.11174,-0.4616550469839345,0.2428778367938194,0.5151515151515151,"{""type"":""Point"",""coordinates"":[-86.11174,43.71404]}"
198,42.97809,-71.07237,-0.2972111553784861,0.06646971935007386,0.2696456086286595,"{""type"":""Point"",""coordinates"":[-71.07237000000002,42.97809]}"
199,41.4731,-72.2606,-0.4026780516204153,0.1506486629600212,0.4183136899365367,"{""type"":""Point"",""coordinates"":[-72.2606,41.47310000000001]}"
200,47.02388,-122.78222,0.12941176470588237,0.0070921985815602835,-0.12,"{""type"":""Point"",""coordinates"":[-122.78222,47.02388]}"
201,40.29233,-74.03875,-0.477416440831075,0.245757385292269,0.634703196347032,"{""type"":""Point"",""coordinates"":[-74.03875,40.29232999999999]}"
202,41.11354,-83.112,-0.3436783160167319,0.09777138749101366,0.4028075184392101,"{""type"":""Point"",""coordinates"":[-83.112,41.11353999999999]}"
203,42.9686,-122.93123,-0.7047210300429184,0.6805807622504537,0.8773519163763066,"{""type"":""Point"",""coordinates"":[-122.93122999999999,42.968599999999995]}"
204,35.85129,-85.01321,-0.5999257747262943,0.4100558659217877,0.7373134328358208,"{""type"":""Point"",""coordinates"":[-85.01321,35.851290000000006]}"
205,44.60364,-87.9968,0.8551532033426184,0.1483996120271581,-0.30460624071322434,"{""type"":""Point"",""coordinates"":[-87.9968,44.60364]}"
206,46.34096,-101.84853,0.27194860813704497,0.17391304347826086,-0.22941176470588234,"{""type"":""Point"",""coordinates"":[-101.84853,46.34096]}"
207,39.08495,-75.46038,0.07749077490774908,-0.07142857142857142,0.018447615732683605,"{""type"":""Point"",""coordinates"":[-75.46038,39.08495]}"
208,42.87628,-74.60286,-0.07457949857188194,-0.02932290741069842,0.14823529411764705,"{""type"":""Point"",""coordinates"":[-74.60286000000002,42.87628]}"
209,48.41333,-97.13722,0.27808326787117044,0.06811851101544694,-0.0577752227651624,"{""type"":""Point"",""coordinates"":[-97.13722,48.41333000000001]}"
210,35.30766,-106.56198,-0.12228944327374079,0.02317073170731705,0.3125643666323378,"{""type"":""Point"",""coordinates"":[-106.56198000000002,35.30766]}"
211,39.52275,-119.75714,-0.26526202052944353,0.06125928632322489,0.09742388758782197,"{""type"":""Point"",""coordinates"":[-119.75714000000002,39.52275000000001]}"
212,38.74862,-108.25819,-0.4545095717387014,0.24792366142427988,0.5070079925865864,"{""type"":""Point"",""coordinates"":[-108.25819000000001,38.74862000000001]}"
213,45.34166,-93.12722,0.2875,0.0,-0.21105527638190955,"{""type"":""Point"",""coordinates"":[-93.12722,45.34166]}"
214,40.37024,-104.0318,-0.5344572611653357,0.13811638233232063,0.5217842323651453,"{""type"":""Point"",""coordinates"":[-104.0318,40.37024]}"
215,36.367,-94.7261,-0.21957236842105263,-0.0029127344751252475,0.12208057113717491,"{""type"":""Point"",""coordinates"":[-94.7261,36.367000000000004]}"
216,45.26067,-93.00069,0.6161137440758294,0.09355509355509356,-0.21787709497206703,"{""type"":""Point"",""coordinates"":[-93.00069,45.26067]}"
217,44.36561,-72.03926,-0.5547445255474452,0.27321981424148606,0.5573886401131275,"{""type"":""Point"",""coordinates"":[-72.03926,44.36560999999999]}"
218,44.07751,-115.96244,-0.11860940695296524,0.1169865990583122,0.06266820453671665,"{""type"":""Point"",""coordinates"":[-115.96243999999999,44.077510000000004]}"
219,35.41011,-93.83786,-0.29391364661002256,-0.014035087719298246,0.2103825136612022,"{""type"":""Point"",""coordinates"":[-93.83786000000002,35.41011000000001]}"
220,40.48225,-111.64709,-0.18120805369127516,0.04192748316995394,0.061654135338345864,"{""type"":""Point"",""coordinates"":[-111.64709,40.48224999999999]}"
221,46.64324,-94.81356,-0.6943169784680551,0.35467980295566504,0.6009139375476009,"{""type"":""Point"",""coordinates"":[-94.81356,46.64324]}"
222,40.70379,-85.5688,-0.5638859556494192,0.4912621359223301,0.8141843971631205,"{""type"":""Point"",""coordinates"":[-85.5688,40.70379]}"
223,27.94098,-82.80114,-0.6307053941908713,0.44983818770226536,0.7532656023222061,"{""type"":""Point"",""coordinates"":[-82.80114,27.94098]}"
224,26.86605,-82.24541,-0.5383767903048109,0.3081761006289308,0.4904576616638873,"{""type"":""Point"",""coordinates"":[-82.24541,26.866050000000005]}"
225,44.19017,-93.8015,-0.5031789865776123,0.31401504597380886,0.5951323795428384,"{""type"":""Point"",""coordinates"":[-93.8015,44.19017]}"
226,28.13769,-82.62977,-0.25757575757575757,0.17829457364341086,-0.08163265306122448,"{""type"":""Point"",""coordinates"":[-82.62977,28.13769]}"
227,43.74805,-92.9158,-0.5035563592525618,0.22034883720930232,0.6922547332185887,"{""type"":""Point"",""coordinates"":[-92.9158,43.74805]}"
228,40.86851,-74.5172,-0.5091659028414299,0.28245363766048504,0.6071846934791097,"{""type"":""Point"",""coordinates"":[-74.5172,40.86850999999999]}"
229,48.76786,-122.66188,0.5437881873727087,0.3907910271546635,0.4860557768924303,"{""type"":""Point"",""coordinates"":[-122.66188000000001,48.76785999999999]}"
230,30.42803,-86.66747,-0.3624382207578254,0.21790341578327443,0.6210045662100456,"{""type"":""Point"",""coordinates"":[-86.66747,30.42803]}"
231,44.12259,-115.34985,-0.4154744525547445,0.40264477884176925,0.7586588061901253,"{""type"":""Point"",""coordinates"":[-115.34985000000002,44.12259]}"
232,44.6213,-89.173,-0.36544924938382256,0.06238643246517262,0.4363735663571819,"{""type"":""Point"",""coordinates"":[-89.173,44.6213]}"
233,45.31028,-95.12841,-0.4651741293532338,0.3341645885286783,0.6835555555555556,"{""type"":""Point"",""coordinates"":[-95.12841000000002,45.31028]}"
234,47.38647,-121.8462,-0.4703328509406657,0.433112582781457,0.8245901639344262,"{""type"":""Point"",""coordinates"":[-121.8462,47.38647000000001]}"
235,36.16686,-120.36498,-0.2862453531598513,0.15780707841776545,0.2628765792031098,"{""type"":""Point"",""coordinates"":[-120.36498000000005,36.16686]}"
236,39.07926,-76.72689,-0.6267227283345013,0.2413223140495868,0.6734839053885826,"{""type"":""Point"",""coordinates"":[-76.72689,39.07926]}"
237,45.76142,-93.94688,-0.49980415197806505,0.22731356693620844,0.6034429757147248,"{""type"":""Point"",""coordinates"":[-93.94688,45.76142000000001]}"
238,29.36223,-82.53503,-0.5819875776397515,0.21997621878715815,0.6024242424242424,"{""type"":""Point"",""coordinates"":[-82.53503,29.362230000000007]}"
239,26.54771,-81.75988,-0.634610372686995,0.4280338664158043,0.7385508492797248,"{""type"":""Point"",""coordinates"":[-81.75988,26.54771]}"
240,46.04643,-115.86507,-0.44521178637200737,0.35252918287937746,0.7220180420982292,"{""type"":""Point"",""coordinates"":[-115.86507000000002,46.04643]}"
241,38.53052,-87.03352,-0.14521112255406798,0.14384349827387802,0.06060606060606061,"{""type"":""Point"",""coordinates"":[-87.03352,38.53052]}"
242,47.9348,-91.7847,0.4368231046931408,0.03837471783295711,-0.24561403508771928,"{""type"":""Point"",""coordinates"":[-91.7847,47.9348]}"
243,39.9153,-83.8517,-0.30337078651685395,0.09005726184279021,0.5494845360824743,"{""type"":""Point"",""coordinates"":[-83.8517,39.91530000000001]}"
244,34.835,-118.21583,-0.22136387852956846,0.037497258972297345,0.04385710136508859,"{""type"":""Point"",""coordinates"":[-118.21583,34.835]}"
245,48.40751,-122.55445,-0.14763329227520675,0.09358490566037736,0.2753054759390557,"{""type"":""Point"",""coordinates"":[-122.55445,48.40751]}"
246,43.39329,-113.11264,-0.4978177150192555,0.056657223796033995,0.18232044198895028,"{""type"":""Point"",""coordinates"":[-113.11264000000001,43.39329]}"
247,37.804,-122.257,0.5407725321888412,-0.01680672268907563,-0.5220125786163522,"{""type"":""Point"",""coordinates"":[-122.257,37.804]}"
248,34.52941,-117.27702,-0.34615384615384615,0.0946789907569323,0.1992929739284136,"{""type"":""Point"",""coordinates"":[-117.27702000000001,34.52941]}"
249,38.18989,-91.944,-0.4486174164259183,0.19380672717565403,0.34773218142548595,"{""type"":""Point"",""coordinates"":[-91.944,38.18989]}"
250,28.14036,-81.35196,-0.5376791493296348,0.18489583333333334,0.16699933466400532,"{""type"":""Point"",""coordinates"":[-81.35196,28.140359999999998]}"
251,32.72486,-114.7168,0.24933206929242438,-0.19525065963060687,-0.18071242397914858,"{""type"":""Point"",""coordinates"":[-114.7168,32.72486]}"
252,41.0325,-97.40472,-0.354688021354688,0.01691542288557214,0.2111146598530821,"{""type"":""Point"",""coordinates"":[-97.40472,41.03249999999999]}"
253,43.76942,-94.19525,0.015829318651066758,-0.1840833023428784,0.06517909571344686,"{""type"":""Point"",""coordinates"":[-94.19525,43.76941999999999]}"
254,40.10888,-86.79304,-0.391304347826087,0.24808184143222506,0.606951871657754,"{""type"":""Point"",""coordinates"":[-86.79304,40.10888000000001]}"
255,40.2726,-86.90314,-0.1309204167114166,-0.06447320672553526,0.15319476520400307,"{""type"":""Point"",""coordinates"":[-86.90314,40.27259999999999]}"
256,30.5966,-85.38734,0.34913793103448276,-0.14736842105263157,-0.17204301075268819,"{""type"":""Point"",""coordinates"":[-85.38734,30.59660000000001]}"
257,29.73379,-81.83774,-0.6259963212752913,0.48214285714285715,0.7796771130104464,"{""type"":""Point"",""coordinates"":[-81.83774,29.73379]}"
258,25.85185,-80.98065,-0.4517533807013523,0.2650523560209424,0.6120228018656072,"{""type"":""Point"",""coordinates"":[-80.98065,25.85185]}"
259,46.29214,-95.74807,0.40501212611156023,7.434944237918215E-4,-0.13131313131313133,"{""type"":""Point"",""coordinates"":[-95.74807000000001,46.292139999999996]}"
260,35.5842,-83.5472,-0.5948568655992237,0.43428328370906,0.7318548387096774,"{""type"":""Point"",""coordinates"":[-83.5472,35.5842]}"
261,41.60201,-79.05004,-0.5018988606835898,0.2552438027785345,0.45133453742725266,"{""type"":""Point"",""coordinates"":[-79.05004,41.60201]}"
262,41.14786,-73.30736,-0.450313339301701,0.05491525423728814,0.495110467222021,"{""type"":""Point"",""coordinates"":[-73.30736,41.14786]}"
263,40.01298,-85.73842,-0.5210981189628876,0.47582467239042026,0.7845468053491828,"{""type"":""Point"",""coordinates"":[-85.73842,40.01297999999999]}"
264,43.76932,-114.28033,-0.20493001880091916,0.03143072667840081,0.1332133213321332,"{""type"":""Point"",""coordinates"":[-114.28033,43.76931999999999]}"
265,44.33657,-115.44028,-0.19635065450218167,0.2103386809269162,0.6332022355619954,"{""type"":""Point"",""coordinates"":[-115.44028,44.33657]}"
266,43.56675,-112.93486,-0.14055243216817404,0.02894672828995378,0.03481624758220503,"{""type"":""Point"",""coordinates"":[-112.93486000000001,43.56675]}"
267,40.74444,-74.35361,-0.18458816591311186,0.003042155584528466,0.15099925980754997,"{""type"":""Point"",""coordinates"":[-74.35361,40.74444]}"
268,43.58444,-88.93418,0.8715814506539834,0.17166212534059946,-0.37972768532526474,"{""type"":""Point"",""coordinates"":[-88.93418,43.58444000000001]}"
269,36.21611,-94.60528,-0.5488921713441655,0.1407185628742515,0.4538534728829686,"{""type"":""Point"",""coordinates"":[-94.60528,36.21611]}"
270,48.40654,-122.54918,-0.5377392560491152,0.5058692006707658,0.7913125590179415,"{""type"":""Point"",""coordinates"":[-122.54917999999999,48.40654]}"
271,43.60288,-88.10068,-0.5619771863117871,0.3740085417937767,0.5974892114554727,"{""type"":""Point"",""coordinates"":[-88.10068,43.60288000000001]}"
272,46.70754,-94.11914,0.4983277591973244,-0.031746031746031744,-0.16591928251121077,"{""type"":""Point"",""coordinates"":[-94.11914,46.707539999999995]}"
273,48.75406,-122.50135,0.08617886178861789,-0.009674582233948988,0.2743362831858407,"{""type"":""Point"",""coordinates"":[-122.50135,48.75406]}"
274,38.93138,-106.19913,0.2609197296851821,0.06271660145332587,0.22856091277143908,"{""type"":""Point"",""coordinates"":[-106.19913000000001,38.93138]}"
275,46.58616,-94.11946,0.6050632911392405,0.03937007874015748,-0.18064516129032257,"{""type"":""Point"",""coordinates"":[-94.11946,46.58616]}"
276,43.04927,-84.83747,-0.5832992222677036,0.29757343550446996,0.6115819209039548,"{""type"":""Point"",""coordinates"":[-84.83747,43.049270000000014]}"
277,43.49143,-113.99266,-0.4520197988184576,0.08961705487564153,0.3223626212165736,"{""type"":""Point"",""coordinates"":[-113.99266,43.49143]}"
278,37.94227,-121.5337,0.17162471395881007,-0.06976744186046512,-0.23952095808383234,"{""type"":""Point"",""coordinates"":[-121.5337,37.94227]}"
279,25.89769,-80.18256,-0.37105487631504125,0.2640750670241287,0.2571041948579161,"{""type"":""Point"",""coordinates"":[-80.18256,25.89769]}"
280,40.33662,-111.7768,0.13574982231698648,-0.07887411073306526,0.0825881115202525,"{""type"":""Point"",""coordinates"":[-111.7768,40.33662]}"
281,39.90851,-105.73542,0.5130853994490359,0.17383512544802868,0.18639082262966958,"{""type"":""Point"",""coordinates"":[-105.73542,39.90851000000001]}"
282,41.58889,-112.11361,0.2928031547814656,0.07714915503306392,-0.3787047200878156,"{""type"":""Point"",""coordinates"":[-112.11361,41.58889]}"
283,40.91904,-75.06601,0.6030534351145038,0.21139101861993428,-0.22657580919931858,"{""type"":""Point"",""coordinates"":[-75.06601,40.91904]}"
284,34.77486,-77.15383,-0.3361462728551336,-0.09282700421940929,0.03896103896103896,"{""type"":""Point"",""coordinates"":[-77.15383,34.77485999999999]}"
285,38.55589,-90.55116,-0.5977830562153602,0.3938931297709924,0.6921287320666926,"{""type"":""Point"",""coordinates"":[-90.55116,38.55589]}"
286,43.43147,-123.30365,-0.2629612330686595,0.1879049676025918,0.5756207674943566,"{""type"":""Point"",""coordinates"":[-123.30364999999999,43.43147]}"
287,38.11778,-77.94111,0.6705653021442495,0.11686390532544379,-0.29081081081081084,"{""type"":""Point"",""coordinates"":[-77.94111,38.117779999999996]}"
288,28.54167,-82.65833,0.5422222222222223,-0.04516129032258064,-0.49538461538461537,"{""type"":""Point"",""coordinates"":[-82.65833,28.541669999999993]}"
289,44.15725,-96.02264,-0.4503992298002175,0.2269543432690833,0.5847066578773896,"{""type"":""Point"",""coordinates"":[-96.02264,44.15725]}"
290,44.25948,-94.52128,0.7344,0.24242424242424243,-0.2948207171314741,"{""type"":""Point"",""coordinates"":[-94.52128,44.25948]}"
291,32.81206,-98.97507,0.7448508105568172,-0.05845990815966091,-0.47739498683758724,"{""type"":""Point"",""coordinates"":[-98.97507000000002,32.81206000000001]}"
292,39.66814,-79.17809,-0.6116700201207244,0.3548387096774194,0.631236442516269,"{""type"":""Point"",""coordinates"":[-79.17809,39.66814]}"
293,46.84108,-123.99445,-0.522898657347802,0.4204476709013914,0.7153891859774213,"{""type"":""Point"",""coordinates"":[-123.99445000000001,46.841080000000005]}"
294,41.71175,-87.85651,-0.5460263007432818,0.21389396709323583,0.510250569476082,"{""type"":""Point"",""coordinates"":[-87.85651,41.71175000000001]}"
295,43.54791,-112.91733,-0.37960746768788894,0.06154290667437157,0.1416490486257928,"{""type"":""Point"",""coordinates"":[-112.91733,43.54791]}"
296,46.68921,-120.44615,-0.3688558446922759,0.09993262968785088,0.2653958944281525,"{""type"":""Point"",""coordinates"":[-120.44615000000003,46.68921]}"
297,28.97309,-80.89354,-0.35873472322070454,0.20496894409937888,0.6307692307692307,"{""type"":""Point"",""coordinates"":[-80.89354000000002,28.973090000000003]}"
298,34.34628,-103.21378,-0.5283730341212177,0.15494820365880538,0.21739130434782608,"{""type"":""Point"",""coordinates"":[-103.21378,34.34628]}"
299,41.99471,-70.64654,0.840531561461794,-0.13953488372093023,-0.16666666666666666,"{""type"":""Point"",""coordinates"":[-70.64654,41.99471]}"
300,38.90966,-107.02836,0.7720489977728285,-0.0017521902377972466,-0.0425268642136112,"{""type"":""Point"",""coordinates"":[-107.02836000000002,38.909659999999995]}"
301,38.44143,-75.55565,-0.6364846870838882,0.35568862275449104,0.6643792888334373,"{""type"":""Point"",""coordinates"":[-75.55565,38.44143]}"
302,39.65342,-85.00969,-0.49521640091116176,0.33689024390243905,0.6385542168674698,"{""type"":""Point"",""coordinates"":[-85.00969,39.653420000000004]}"
303,34.76415,-117.92618,-0.31468765700887624,0.01395878833918906,0.12029820399864452,"{""type"":""Point"",""coordinates"":[-117.92618,34.76415]}"
304,28.89167,-82.74167,0.8076923076923077,-0.11372549019607843,-0.5351351351351351,"{""type"":""Point"",""coordinates"":[-82.74167000000001,28.891670000000005]}"
305,37.08978,-120.31767,-0.39798945286750165,0.06539368034194865,0.19337118164893005,"{""type"":""Point"",""coordinates"":[-120.31767000000005,37.08978]}"
306,38.48495,-107.077,0.3371212121212121,-0.03130755064456722,-0.1740041928721174,"{""type"":""Point"",""coordinates"":[-107.07700000000001,38.48495]}"
307,46.31469,-117.98004,-0.34166146158650845,0.0947136563876652,0.2621184919210054,"{""type"":""Point"",""coordinates"":[-117.98003999999999,46.314690000000006]}"
308,41.33494,-72.18819,-0.3867069486404834,0.2704663212435233,0.45085803432137284,"{""type"":""Point"",""coordinates"":[-72.18819,41.33494]}"
309,28.64865,-81.17792,-0.5451285116557083,0.31125827814569534,0.6865896534404822,"{""type"":""Point"",""coordinates"":[-81.17792,28.648649999999996]}"
310,30.99866,-87.163,-0.13065610859728508,0.01638425990757597,0.11625566180171112,"{""type"":""Point"",""coordinates"":[-87.163,30.99866]}"
311,28.5014,-81.5206,0.6238244514106583,-0.1111111111111111,-0.5333333333333333,"{""type"":""Point"",""coordinates"":[-81.5206,28.5014]}"
312,30.14523,-95.12461,-0.1848492931448386,0.0013233348037053375,0.0931909212283044,"{""type"":""Point"",""coordinates"":[-95.12461,30.14523]}"
313,43.2504,-70.5911,0.7636122177954847,-0.10721247563352826,-0.49473684210526314,"{""type"":""Point"",""coordinates"":[-70.59110000000001,43.2504]}"
314,39.9933,-82.8592,-0.40411700975081255,0.4571703561116458,0.7979942693409742,"{""type"":""Point"",""coordinates"":[-82.8592,39.9933]}"
315,36.84422,-106.57861,-0.3940724478594951,0.10976837865055387,0.3165829145728643,"{""type"":""Point"",""coordinates"":[-106.57861,36.84422]}"
316,41.05986,-82.40979,-0.3329712112982075,0.11572843682048804,0.46452084857351866,"{""type"":""Point"",""coordinates"":[-82.40979,41.05986000000001]}"
317,46.48623,-101.85799,-0.35623645930052616,0.0,0.24869565217391304,"{""type"":""Point"",""coordinates"":[-101.85799,46.48623]}"
318,40.4515,-82.9015,-0.3381081748579896,0.0506454816285998,0.394169835234474,"{""type"":""Point"",""coordinates"":[-82.9015,40.4515]}"
319,43.21305,-98.41786,-0.3009057363300906,0.42272906016515926,0.14202220923436587,"{""type"":""Point"",""coordinates"":[-98.41786,43.21305]}"
320,39.99605,-87.37145,-0.5785032200755053,0.34095388253843123,0.6454622561492791,"{""type"":""Point"",""coordinates"":[-87.37145,39.99605]}"
321,39.51612,-87.2673,-0.46658639373871164,0.27347611202635913,0.4185893210283454,"{""type"":""Point"",""coordinates"":[-87.2673,39.51612]}"
322,34.585,-83.518,-0.6325187969924813,0.4819451131439576,0.7333994053518335,"{""type"":""Point"",""coordinates"":[-83.518,34.584999999999994]}"
323,27.04968,-80.11411,0.4899817850637523,-0.14074074074074075,-0.5197368421052632,"{""type"":""Point"",""coordinates"":[-80.11411,27.049680000000002]}"
324,40.8767,-78.8094,-0.5956204379562043,0.42869452822059456,0.6820906257492209,"{""type"":""Point"",""coordinates"":[-78.8094,40.8767]}"
325,47.55283,-92.28106,0.12727272727272726,-0.031446540880503145,-0.14685314685314685,"{""type"":""Point"",""coordinates"":[-92.28106000000001,47.55283]}"
326,46.97695,-96.82026,-0.23692307692307693,0.21761006289308177,0.31042128603104213,"{""type"":""Point"",""coordinates"":[-96.82026,46.97695000000001]}"
327,40.9735,-102.2511,-0.3038617886178862,0.10018093392703614,0.2625707489131327,"{""type"":""Point"",""coordinates"":[-102.25110000000001,40.97350000000001]}"
328,45.90941,-86.70229,-0.5281887245101959,0.24545454545454545,0.7144261489309413,"{""type"":""Point"",""coordinates"":[-86.70229,45.90941]}"
329,28.4125,-81.271,0.21658986175115208,-0.08247422680412371,-0.3291139240506329,"{""type"":""Point"",""coordinates"":[-81.271,28.412500000000005]}"
330,42.97194,-111.8264,-0.5450934235692217,0.25182567726737337,0.5287833827893175,"{""type"":""Point"",""coordinates"":[-111.8264,42.97194]}"
331,39.14955,-108.69179,-0.5301919720767888,0.28300094966761635,0.5866411168902272,"{""type"":""Point"",""coordinates"":[-108.69179,39.14955]}"
332,39.28491,-85.12174,-0.5849056603773585,0.44812680115273773,0.6994899960768929,"{""type"":""Point"",""coordinates"":[-85.12174,39.28491]}"
333,34.35628,-117.35519,-0.41397590361445785,0.12437810945273632,0.16247450713800135,"{""type"":""Point"",""coordinates"":[-117.35519,34.35628]}"
334,43.12444,-89.71159,-0.5624652970571904,0.34926368435676575,0.5862190812720848,"{""type"":""Point"",""coordinates"":[-89.71159,43.12444]}"
335,21.3425,-157.88445,-0.27214854111405834,0.08487982963188317,0.11005917159763313,"{""type"":""Point"",""coordinates"":[-157.88445,21.3425]}"
336,39.42242,-74.50786,-0.017094017094017096,-0.0570902394106814,-0.1690427698574338,"{""type"":""Point"",""coordinates"":[-74.50786,39.42242]}"
337,40.1128,-75.8617,0.8213592233009709,0.028125,-0.3610503282275711,"{""type"":""Point"",""coordinates"":[-75.8617,40.1128]}"
338,44.93831,-115.32049,-0.2917176662586699,0.35975975975975977,0.6898457957521094,"{""type"":""Point"",""coordinates"":[-115.32049,44.938309999999994]}"
339,38.0945,-87.0367,-0.4272,0.23060421880586343,0.36668628605061804,"{""type"":""Point"",""coordinates"":[-87.0367,38.0945]}"
340,34.30849,-78.49983,0.09593123209169052,0.010878950094974962,0.0944896115627823,"{""type"":""Point"",""coordinates"":[-78.49983,34.30849]}"
341,46.31173,-95.72948,0.43684633950120677,-0.025525525525525526,-0.14309623430962343,"{""type"":""Point"",""coordinates"":[-95.72948,46.31173]}"
342,35.02575,-90.12008,-0.521756072217171,0.2489296636085627,0.5721751248403205,"{""type"":""Point"",""coordinates"":[-90.12008,35.02575]}"
343,37.26169,-113.10719,-0.42538265306122447,0.1445480631276901,0.24917361876278923,"{""type"":""Point"",""coordinates"":[-113.10719,37.26169]}"
344,39.04194,-122.98083,-0.5697966643819969,0.26539923954372624,0.5851668477025286,"{""type"":""Point"",""coordinates"":[-122.98083000000001,39.04194]}"
345,27.87719,-81.46708,0.3665158371040724,-0.16751269035532995,-0.5333333333333333,"{""type"":""Point"",""coordinates"":[-81.46708,27.877190000000006]}"
346,43.39511,-72.08133,-0.035244608100999476,-0.12407991587802314,0.12983312983312983,"{""type"":""Point"",""coordinates"":[-72.08133,43.39511]}"
347,26.59028,-82.17201,0.7810413885180241,-0.0893760539629005,-0.4104803493449782,"{""type"":""Point"",""coordinates"":[-82.17201,26.590279999999996]}"
348,43.95804,-96.21152,-0.5738108255877529,0.16776750330250992,0.4714765100671141,"{""type"":""Point"",""coordinates"":[-96.21152000000001,43.95804]}"
349,39.67372,-86.2472,-0.5473306415432929,0.36989966555183945,0.6066805845511483,"{""type"":""Point"",""coordinates"":[-86.24720000000002,39.67372]}"
350,40.90356,-73.54336,0.2129514321295143,-0.1296043656207367,-0.02729528535980149,"{""type"":""Point"",""coordinates"":[-73.54336,40.903560000000006]}"
351,47.13425,-119.23665,-0.18178584133760228,0.054410743227599014,0.02320019134178429,"{""type"":""Point"",""coordinates"":[-119.23665,47.13425]}"
352,42.36966,-73.78882,-0.3827859569648924,0.25116279069767444,0.5798173118747282,"{""type"":""Point"",""coordinates"":[-73.78882,42.36966]}"
353,35.48472,-77.99583,-0.5258442453480359,0.13598946328613765,0.40807579517256937,"{""type"":""Point"",""coordinates"":[-77.99583,35.48472]}"
354,41.14361,-72.29945,-0.5684286748732802,0.3643031784841076,0.7161572052401747,"{""type"":""Point"",""coordinates"":[-72.29945,41.14361]}"
355,31.56211,-111.04597,-0.37302041595115437,0.17212626563430614,0.5598201279371714,"{""type"":""Point"",""coordinates"":[-111.04597,31.56211]}"
356,47.70722,-90.5225,-0.42526199669056813,0.18199112238427395,0.42074539739559946,"{""type"":""Point"",""coordinates"":[-90.5225,47.70722]}"
357,29.48856,-99.70478,-0.06854838709677419,0.12446684761535479,0.13253937764118326,"{""type"":""Point"",""coordinates"":[-99.70478,29.488559999999996]}"
358,42.68522,-113.50894,-0.15006002400960383,-0.03272727272727273,0.1419939577039275,"{""type"":""Point"",""coordinates"":[-113.50894000000001,42.68522]}"
359,35.09037,-90.02509,-0.4886653655607266,0.1851203501094092,0.4890931540677734,"{""type"":""Point"",""coordinates"":[-90.02509,35.09036999999999]}"
360,36.19893,-94.58356,-0.20228770359318662,-0.0652930530419045,0.17132337015377952,"{""type"":""Point"",""coordinates"":[-94.58356000000002,36.19893]}"
361,32.85235,-95.52903,0.5314285714285715,0.07196029776674938,-0.2064516129032258,"{""type"":""Point"",""coordinates"":[-95.52903,32.85235]}"
362,35.87951,-81.93649,-0.42141129918663445,0.11636828644501279,0.3496470588235294,"{""type"":""Point"",""coordinates"":[-81.93649,35.87951]}"
363,44.15277,-88.79667,0.7963558413719185,0.19649122807017544,-0.18550474547023296,"{""type"":""Point"",""coordinates"":[-88.79667,44.152770000000004]}"
364,43.7338,-69.8067,0.6842105263157895,-0.07227332457293036,-0.7035490605427975,"{""type"":""Point"",""coordinates"":[-69.8067,43.7338]}"
365,46.91751,-90.84155,-0.5515981735159817,0.39293139293139295,0.7508532423208191,"{""type"":""Point"",""coordinates"":[-90.84155,46.91751000000001]}"
366,48.30814,-121.65667,-0.49352051835853133,0.5595667870036101,0.8876611418047882,"{""type"":""Point"",""coordinates"":[-121.65667,48.308139999999995]}"
