avg_temp_max,avg_precip,soil_temp_surface,soil_temp_deep,soil_moisture_surface,soil_moisture_deep,lat,lon,elevation,dist_to_coast,ndci,ndvi,mndwi
32.0,1.61,30.9,30.5,0.154,0.157,25.52643,-80.30706,0.0,22.1,-0.2127659574468085,-0.9404255319148936,0.9133333333333332
33.5,9.19,28.2,27.6,0.157,0.159,30.32595,-84.14791,21.0,235.0,0.4548789435069699,0.7540956478570247,-0.5927601809954751
26.6,3.99,21.1,19.4,0.212,0.214,41.3361,-75.34,385.0,132.8,0.324880247957171,0.5838110126802154,-0.5722522522522523
32.0,3.53,26.2,25.0,0.284,0.285,33.32586,-86.94863,158.0,326.2,0.3200802480393945,0.570704744357439,-0.5202503433215516
17.1,0.6,17.7,17.0,0.24,0.247,41.29929,-124.05118,16.0,170.9,0.1803666469544648,0.5602094240837696,-0.3580605055946954
25.0,0.16,16.8,14.9,0.164,0.186,42.51393,-111.32649,1989.0,1029.4,0.4288913773796192,0.738863287250384,-0.4790170132325141
26.8,3.65,21.8,20.1,0.23,0.231,45.12074,-93.83403,281.0,431.3,0.2536585365853658,-0.2803347280334728,0.4850299401197604
33.1,3.09,27.5,26.0,0.187,0.191,35.33205,-79.40977,149.0,186.7,0.0121457489878542,-0.1040723981900452,-0.0151515151515151
24.4,0.58,16.8,15.8,0.106,0.146,47.00313,-122.90304,30.0,80.5,0.388829215896885,0.7783404752629529,-0.5051353874883286
26.8,2.49,22.5,21.0,0.277,0.279,41.33259,-85.38535,274.0,188.9,0.2843691148775895,0.2475247524752475,-0.192090395480226
25.8,1.89,22.1,20.0,0.272,0.276,43.16199,-88.38418,279.0,174.8,0.1512363427257044,0.4459459459459459,-0.3666666666666666
27.2,1.02,20.3,18.7,0.068,0.11,34.43296,-112.42019,2098.0,482.9,0.2761578044596912,0.5247747747747747,-0.496410822749862
29.9,0.01,20.1,18.1,0.06,0.096,40.45491,-123.20673,927.0,282.0,0.5640224859462836,0.8320096269554753,-0.6265060240963856
27.3,4.59,22.1,20.5,0.208,0.214,44.22184,-96.80854,477.0,671.4,0.2065530219172016,0.4709963099630996,-0.5688010899182562
27.7,2.55,21.8,20.4,0.083,0.086,43.33919,-70.99713,73.0,27.7,0.0788772792460561,0.2895069532237674,-0.3009327442317133
30.5,0.0,22.1,19.7,0.088,0.14,41.25439,-111.78966,1490.0,989.0,0.0246305418719211,-0.4721189591078067,0.6941649899396378
33.7,3.96,30.8,30.3,0.164,0.167,26.94415,-82.05183,0.0,224.1,0.0761154855643044,-0.2350877192982456,-0.0122448979591836
32.8,6.36,30.5,29.3,0.291,0.338,29.86857,-98.18766,241.0,242.5,0.3485714285714286,0.5032679738562091,-0.4870967741935484
24.7,5.92,19.4,17.8,0.251,0.251,46.7512,-95.0986,419.0,412.0,0.0117647058823529,-0.1351351351351351,0.1581920903954802
25.9,3.13,21.4,21.2,0.138,0.143,41.55324,-70.58861,0.0,100.1,0.1076252723311546,0.3132126089872569,-0.3511884834281888
25.1,4.06,22.8,21.0,0.315,0.325,42.89118,-87.83767,175.0,133.9,-0.2075471698113207,-0.4382022471910112,0.8127208480565371
28.7,4.2,24.3,23.0,0.277,0.283,41.33835,-96.32448,344.0,727.2,0.1853184598776538,0.5679389312977099,-0.5094633969594339
29.3,3.95,24.6,23.4,0.085,0.088,40.27662,-74.2821,41.0,52.8,0.0015898251192368,0.1289875173370319,0.2364597093791281
27.6,2.12,22.6,21.0,0.207,0.21,41.14706,-74.70272,146.0,77.2,0.0673515981735159,0.4540594721015703,-0.4806849860613301
25.3,3.21,17.5,18.4,0.175,0.179,44.4142,-68.2501,7.0,115.2,0.035063113604488,-0.3815261044176707,0.382648401826484
26.7,2.17,21.5,19.3,0.201,0.209,43.7548,-73.2726,153.0,205.0,-0.0128205128205128,-0.0463576158940397,0.5076142131979695
27.8,3.77,23.7,22.3,0.256,0.256,39.55772,-85.16755,228.0,314.4,0.4190398698128559,0.5299539170506913,-0.5836081017428167
24.8,0.21,17.3,15.2,0.09,0.107,37.9411,-111.6988,2704.0,737.9,0.2844759653270292,0.6347546259050684,-0.396078431372549
27.0,2.49,22.4,21.3,0.134,0.139,41.33582,-72.59236,26.0,137.6,0.2304038004750593,0.6313993174061433,-0.5358764759309719
34.7,3.8,30.5,30.1,0.176,0.18,27.94183,-82.45854,5.0,272.4,0.283072546230441,0.070110701107011,-0.2606896551724137
25.1,7.35,20.4,18.7,0.337,0.336,48.49228,-96.95503,244.0,526.9,-0.0265873497632633,0.0878101402373247,-0.1022179363548698
25.0,3.61,20.0,18.7,0.126,0.13,42.94906,-72.09897,405.0,98.9,0.0068965517241379,-0.0310262529832935,0.3807339449541284
29.2,0.48,20.2,18.7,0.121,0.151,46.13005,-115.94813,411.0,509.6,0.1210468920392584,0.2851441241685144,-0.2685873605947955
28.5,1.75,23.3,21.8,0.189,0.192,40.41833,-74.78722,137.0,73.5,0.2414553472987872,0.5567962207429675,-0.5175267770204479
34.2,5.87,29.2,28.8,0.176,0.178,27.30934,-82.11332,24.0,253.7,0.4308641975308642,0.7702466982307501,-0.608887381275441
23.9,4.64,21.6,19.6,0.166,0.172,45.05542,-87.30291,175.0,282.9,0.032258064516129,-0.1278195488721804,0.4390243902439024
33.2,0.13,25.0,23.1,0.087,0.124,38.4871,-105.374,1748.0,1246.5,0.1659716430358632,0.3800371977681339,-0.3613333333333333
17.6,0.82,14.8,14.6,0.268,0.276,44.89859,-123.97375,46.0,145.0,0.4861209964412811,0.8701672361086136,-0.4508474576271186
27.9,2.81,22.9,21.6,0.179,0.207,41.4324,-72.8321,17.0,127.4,0.2457564575645756,0.3644278606965174,-0.4255825011887779
29.8,5.08,27.0,25.9,0.182,0.213,39.99201,-74.97606,14.0,114.2,0.3358739837398374,0.7362526485722934,-0.5440016184503337
26.6,3.82,22.3,20.7,0.161,0.167,43.71357,-95.53252,460.0,637.9,0.2895256916996047,0.6083877995642701,-0.5514809590973202
25.0,3.22,19.6,18.0,0.264,0.265,46.12526,-93.22154,341.0,319.9,-0.1061305207646671,0.1060202450719232,-0.1152390780873753
27.8,0.15,19.2,17.3,0.092,0.133,37.3068,-107.47125,2357.0,1022.7,0.1018018018018018,0.3920731707317073,-0.4342835986671603
34.1,9.04,31.0,29.7,0.176,0.181,28.01661,-81.37168,15.0,255.9,0.1555555555555555,0.0379746835443038,0.3108108108108108
26.0,1.77,20.7,19.2,0.184,0.191,47.35671,-97.99827,384.0,609.6,0.3808653260207191,0.3396165095872603,-0.5844998985595455
26.9,4.85,22.9,21.7,0.298,0.303,41.38057,-87.42388,213.0,38.4,0.1121001390820584,0.3423980222496909,-0.0624133148404993
34.7,5.36,31.0,30.5,0.156,0.16,27.86981,-82.31323,6.0,276.7,0.4584323040380047,0.042016806722689,-0.663448275862069
34.5,9.06,28.9,28.5,0.178,0.181,28.0749,-80.88788,14.0,259.7,0.1090047393364928,0.2796934865900383,-0.4741858617950754
27.7,5.08,22.5,21.3,0.272,0.275,40.3747,-79.3894,323.0,262.2,0.0146627565982404,-0.3023255813953488,0.4644808743169399
31.9,2.79,28.7,27.6,0.303,0.307,30.58134,-88.09226,3.0,87.8,0.1506434519303558,-0.1010794896957801,-0.2109181141439206
34.3,4.75,29.6,29.2,0.175,0.178,27.04113,-81.74222,13.0,206.5,0.2077758141883362,0.5696063640104239,-0.5192127460168697
18.0,0.08,12.6,11.7,0.14,0.198,37.90825,-107.70574,3366.0,1037.2,0.0642840308873885,0.1179760597982332,0.6393329101506146
17.2,0.04,10.9,9.6,0.097,0.158,39.22387,-106.19483,3524.0,1225.2,0.0369764538762859,0.0178242163491087,0.6726086264523317
33.0,8.96,29.5,29.0,0.174,0.176,28.64743,-81.26413,22.0,188.5,0.0790939472707018,0.3524804177545692,-0.4207622868605817
18.8,0.13,14.2,14.6,0.275,0.283,43.46569,-124.18956,2.0,78.2,0.2082894274675096,0.3468973822653229,-0.3862846693081377
29.0,7.14,25.2,23.9,0.291,0.295,38.925,-89.03917,147.0,331.8,0.0795551753635585,0.3258145363408521,-0.4258487194758785
29.7,6.42,25.0,23.4,0.168,0.171,39.22347,-76.86304,103.0,37.9,0.0926517571884984,-0.0881226053639846,0.3146233382570162
27.9,3.59,22.0,20.8,0.117,0.121,41.49502,-72.26955,105.0,145.4,0.2547825259350909,0.6280461735784524,-0.568021051808814
24.8,7.32,19.5,17.9,0.251,0.251,46.75781,-95.06583,413.0,409.4,-0.0158730158730158,-0.2610837438423645,0.5095541401273885
27.0,3.39,22.2,20.7,0.258,0.262,44.75048,-93.64277,232.0,452.9,0.2986247544204322,0.6224219989423585,-0.477797513321492
25.4,3.71,23.3,21.4,0.329,0.338,43.0235,-87.894,177.0,149.1,-0.1497418244406196,-0.2167577413479053,-0.1098591549295774
32.8,7.61,28.7,28.0,0.168,0.168,30.22216,-81.41472,-2.0,28.7,-0.010752688172043,-0.1124260355029585,-0.0609756097560975
24.7,4.16,21.0,19.1,0.216,0.233,46.98119,-94.21984,399.0,340.5,-0.019108280254777,-0.081081081081081,0.4698162729658792
30.0,2.44,25.5,24.3,0.274,0.278,38.96417,-94.42639,244.0,653.4,0.3665609424558224,0.6147699090658584,-0.6368989205103042
24.3,1.0,17.7,17.8,0.094,0.157,47.32877,-123.12582,0.0,69.0,0.468667255075022,0.8049254698639015,-0.3982869379014989
33.9,4.94,29.1,28.3,0.096,0.094,29.76972,-82.6673,21.0,110.2,0.4967272727272727,0.7764857881136951,-0.6637201429377468
31.7,0.88,27.8,26.4,0.236,0.237,35.4722,-91.3528,69.0,612.3,0.4453441295546558,0.7568766637089619,-0.5993820803295572
28.9,2.42,24.1,23.0,0.13,0.136,42.00316,-97.4264,458.0,814.1,0.1667249213561691,0.0342313145635001,-0.207226738934056
28.7,0.0,23.6,21.2,0.046,0.078,37.40381,-119.70392,1036.0,250.2,-0.0333253101682676,0.2632071644771741,-0.3258241434215958
25.8,2.99,21.6,19.3,0.197,0.214,44.9665,-72.2256,205.0,233.0,0.0586080586080586,-0.0058708414872798,0.768172888015717
27.7,3.61,23.5,21.9,0.181,0.188,41.1039,-76.6644,180.0,228.4,0.1982434127979924,0.1919064179576351,-0.2798489853704577
34.8,0.0,28.4,26.5,0.063,0.111,36.94948,-120.11104,80.0,231.3,0.3733175406482179,0.6257234726688103,-0.609564542396615
29.4,4.22,24.5,23.0,0.188,0.192,40.36944,-74.61611,17.0,63.7,0.3329571106094808,0.6333746898263027,-0.5487621905476369
24.6,10.85,19.6,17.8,0.25,0.249,44.8513,-89.1622,370.0,343.7,0.397029702970297,0.6779481755684823,-0.5546440082039261
28.9,4.42,22.5,21.1,0.174,0.193,42.00891,-72.63322,37.0,141.4,0.3160621761658031,0.559536354056902,-0.7279253409906676
34.9,13.48,29.0,28.6,0.172,0.175,28.41689,-81.53623,25.0,210.0,-0.0909090909090909,-0.8378378378378378,-0.1558441558441558
30.7,0.05,26.9,24.4,0.042,0.084,38.98681,-119.16806,1341.0,318.9,-0.0654307524536532,0.1414762741652021,-0.1495016611295681
24.0,0.36,15.1,14.5,0.266,0.273,43.10317,-123.94502,140.0,56.4,0.6055090998524348,0.9062974646570862,-0.5971084337349397
24.0,2.12,18.3,16.5,0.157,0.173,46.4135,-84.59958,188.0,24.9,0.4768683274021352,0.7953501322567172,-0.5831802408654827
26.9,2.34,22.8,21.5,0.15,0.154,45.05873,-93.16515,264.0,402.8,-0.0434782608695652,-0.3506493506493506,0.2915129151291513
21.5,0.73,16.7,16.5,0.149,0.191,48.80082,-122.59547,0.0,135.3,0.3227680929741152,0.6985657183164825,-0.4329113924050632
32.1,2.78,29.1,28.0,0.146,0.152,32.49752,-80.39905,-1.0,57.6,0.0094438614900314,0.2204789430222956,0.2122587968217934
27.4,6.3,23.4,22.2,0.287,0.291,40.50898,-86.84539,173.0,146.8,0.3181252592285358,0.7026049204052098,-0.5273596176821983
31.9,5.39,29.5,29.3,0.178,0.179,28.06882,-80.62118,12.0,255.7,0.0091185410334346,0.3049040511727079,-0.3090332805071315
30.3,0.04,21.3,19.1,0.095,0.113,40.07628,-111.38264,1650.0,912.3,0.1200724966017218,0.36598106431603,-0.42000673627484
26.8,3.4,20.4,18.8,0.168,0.185,44.1634,-72.009,202.0,148.1,0.0721649484536082,0.0625,0.3097345132743362
28.3,7.71,22.6,21.5,0.113,0.117,41.4131,-73.2823,78.0,99.5,0.1970321516900247,0.6053484602917342,-0.5519421860885275
27.7,5.98,23.4,22.2,0.288,0.293,40.02517,-85.32303,325.0,267.1,-0.0530209617755857,-0.1356382978723404,0.6288659793814433
28.0,1.95,23.8,22.2,0.274,0.278,40.28285,-82.88548,279.0,413.4,0.3724802804557405,0.7437365783822477,-0.5190947666195191
33.1,5.23,30.8,30.3,0.164,0.167,26.85087,-82.06777,0.0,219.8,-0.0460526315789473,-0.3766233766233766,0.3890909090909091
29.9,0.16,21.2,19.3,0.037,0.097,39.65961,-106.82975,2013.0,1197.8,0.1909090909090909,0.4976481655691439,-0.4612794612794613
27.1,2.68,22.7,21.2,0.272,0.275,41.43775,-85.25177,290.0,197.5,0.4541249036237471,0.3198847262247838,-0.2736380713838447
29.2,4.65,24.7,23.5,0.153,0.174,40.20817,-74.48293,49.0,68.3,0.104221635883905,0.543119883368846,-0.3996120271580989
26.0,1.88,22.3,20.7,0.156,0.169,42.94891,-70.78633,6.0,19.2,0.0745391397274913,0.0525164113785558,0.0099788327789537
27.4,2.28,22.4,21.3,0.128,0.131,45.13592,-93.44722,264.0,410.0,0.4465000654193379,0.7971225781699597,-0.4852692812910489
17.5,0.26,14.0,15.1,0.273,0.281,41.05545,-124.13127,58.0,196.4,-0.0331657244092436,0.1584755114166879,-0.0697674418604651
34.3,4.48,31.0,30.5,0.156,0.16,27.86698,-82.313,9.0,277.0,0.1203007518796992,-0.0129870129870129,-0.3318077803203661
24.8,1.4,19.1,16.3,0.196,0.194,47.73832,-91.76989,442.0,140.8,0.3942857142857143,0.6057385759829969,-0.6074766355140186
28.6,0.26,23.5,21.6,0.063,0.132,43.64924,-112.91708,1480.0,850.8,-0.1933896437752479,0.0195510499637943,0.1999066946582691
24.9,6.35,19.7,17.9,0.165,0.167,47.56028,-100.98209,559.0,829.0,0.1370914674270673,0.3530669297812859,-0.3413173652694611
23.3,0.59,15.2,13.5,0.207,0.22,43.5912,-111.20147,1970.0,970.5,0.4392014519056261,0.7507059298104074,-0.4462462462462462
33.6,6.37,28.7,27.3,0.272,0.277,30.52037,-84.25063,53.0,245.8,0.2960760998810939,0.6508061344868266,0.0039708802117802
34.3,2.09,28.5,27.8,0.096,0.094,29.51695,-82.2227,33.0,100.6,-0.0194410692588092,0.2807543934847835,-0.2449877750611247
33.1,5.55,30.2,29.9,0.176,0.179,26.0357,-80.26821,6.0,27.1,0.3636363636363636,0.6919883769198838,-0.6375661375661376
28.4,0.16,20.0,18.1,0.037,0.097,39.5825,-106.763,2205.0,1198.8,0.2158674093193859,0.1239945363484595,0.2011577424023155
30.0,2.22,29.7,29.1,0.13,0.127,28.35,-82.76667,0.0,240.2,-0.1837455830388692,-0.4790286975717439,0.7562568008705114
33.9,3.85,30.9,29.7,0.176,0.181,27.95424,-81.36927,21.0,262.8,0.3384615384615385,0.7056573384336622,-0.6362329259525521
26.4,3.81,21.8,19.9,0.238,0.24,45.08692,-94.20036,320.0,454.0,-0.0008833922261484226,-0.182209469153515,0.4366497732728727
27.6,4.68,23.5,22.1,0.282,0.286,41.22806,-82.64235,208.0,309.6,-0.0190582959641255,0.1624049758120248,-0.165051053379863
23.9,0.0,20.9,19.9,0.102,0.133,34.68508,-120.42775,71.0,209.7,0.1535580524344569,0.4783612233121754,-0.4914004914004914
30.0,0.01,20.3,18.4,0.084,0.116,41.56047,-122.97052,917.0,186.8,0.0178629425138031,0.3035467526485491,-0.5013799448022079
28.3,3.25,25.0,23.8,0.293,0.297,38.74268,-87.40653,152.0,329.2,0.3273408239700374,0.4025282767797737,-0.4918598914652195
32.6,1.13,29.9,28.7,0.181,0.185,30.21079,-85.65496,11.0,149.8,-0.1290322580645161,-0.2316715542521994,0.3198992443324937
28.2,0.04,20.0,17.4,0.072,0.104,41.18068,-111.40046,1777.0,1002.8,0.2957983193277311,0.5113702623906705,-0.4927718416090509
32.6,3.64,26.7,25.4,0.28,0.282,33.48458,-83.95797,182.0,385.4,-0.0965989913358334,-0.0164615630493846,0.1173646143560444
24.8,1.15,18.9,17.4,0.124,0.142,45.85074,-122.8182,29.0,106.3,0.3800135961930659,0.7855126999059266,-0.4881920247773906
26.7,2.95,21.0,18.6,0.276,0.279,44.98243,-74.6555,44.0,365.9,-0.0632911392405063,-0.0632911392405063,-0.1031578947368421
31.6,12.73,26.1,24.7,0.217,0.213,36.17434,-86.82402,125.0,618.1,0.2216097023153252,0.5981787137165623,-0.3885741265344665
31.6,0.75,27.7,26.6,0.247,0.255,37.21038,-76.74719,0.0,60.5,0.0170316301703163,-0.4584837545126354,0.896602658788774
27.4,2.72,22.3,20.8,0.282,0.284,41.565,-85.4381,278.0,180.3,0.2125842696629213,0.550654013849705,-0.4406060606060606
30.2,6.24,26.7,24.3,0.293,0.296,38.26796,-93.40856,215.0,624.7,-0.0912621359223301,-0.5654596100278552,0.8004434589800443
28.2,4.56,22.5,21.0,0.271,0.274,40.8839,-80.2336,269.0,249.9,0.2753259779338014,0.1547236033928049,-0.5783720476283428
28.6,0.45,22.7,20.5,0.095,0.126,42.08237,-113.9289,1499.0,870.5,0.0529639989172606,0.1892006720611807,-0.3902880244136478
34.9,0.06,28.9,26.8,0.062,0.108,35.06647,-106.56088,1628.0,1016.2,0.0584584132716397,0.094579195832655,-0.33097176694512
26.6,0.2,18.1,16.9,0.142,0.16,44.2463,-123.3786,117.0,184.5,0.4345665378244064,0.7799111620576014,-0.4665359156656042
36.2,0.37,32.0,30.6,0.059,0.124,33.23603,-107.36067,1462.0,919.5,0.1171235315058739,0.2574850299401197,-0.3734463276836158
33.3,6.1,31.2,30.8,0.156,0.163,27.98781,-82.65262,0.0,273.2,-0.0814332247557003,-0.502262443438914,0.9002493765586035
28.2,2.38,22.7,21.5,0.118,0.123,41.2349,-73.21723,98.0,88.6,0.1938352104327208,0.532967032967033,-0.5420760358821016
27.3,5.8,23.1,21.9,0.291,0.296,40.45769,-87.13106,215.0,143.6,0.0139049826187717,0.360390830514844,-0.2912359550561798
24.9,1.68,19.8,18.2,0.258,0.258,46.68877,-94.09422,373.0,343.7,0.1694915254237288,-0.4626865671641791,0.5714285714285714
24.3,7.05,21.1,20.1,0.303,0.305,35.6624,-83.38531,1027.0,451.6,0.3505376344086021,0.7346687752591812,-0.5845088484226725
31.3,1.51,25.3,23.8,0.189,0.191,38.94587,-77.10698,69.0,10.6,0.506961506961507,0.8234086242299795,-0.6127093173035638
29.5,0.12,24.6,22.1,0.047,0.104,46.04314,-118.4628,193.0,339.4,0.2386706948640483,0.594296228150874,-0.5238334169593577
27.3,6.4,23.1,21.9,0.286,0.291,40.31593,-87.02763,215.0,161.2,0.2549828178694158,0.4282700421940928,-0.5225893459204316
32.9,0.0,26.4,24.9,0.1,0.126,39.72714,-122.16992,72.0,216.2,0.2049306625577812,0.6078431372549019,-0.556224467856375
27.3,6.34,23.0,21.8,0.285,0.29,40.4225,-87.18284,207.0,146.3,0.2821057100403311,0.484215342382187,-0.5434010512856939
26.0,1.6,20.8,19.7,0.142,0.145,44.20356,-89.72116,315.0,327.5,0.4559386973180077,0.7010526315789474,-0.5866141732283464
23.7,6.1,19.3,17.4,0.218,0.219,42.62646,-77.26525,608.0,136.9,0.430716723549488,0.7665827036104114,-0.5062124248496994
32.4,12.06,28.6,27.6,0.275,0.278,30.54593,-95.29172,75.0,94.6,0.4529729729729729,0.790302527973477,-0.5472972972972973
29.7,4.59,24.9,23.6,0.248,0.248,37.58503,-90.58451,284.0,524.0,0.1614213197969543,0.2244131455399061,-0.3161922252831344
30.1,0.5,30.4,30.4,0.0,0.0,24.52162,-81.56432,0.0,189.8,-0.0568181818181818,-0.15527950310559,0.7007874015748031
32.8,2.17,30.8,30.3,0.145,0.178,29.02468,-82.72071,15.0,172.7,0.5727002967359051,0.3348729792147806,-0.6467836257309941
32.1,3.81,28.2,26.0,0.287,0.289,34.07041,-82.64297,148.0,291.1,-0.0196078431372549,-0.4181818181818181,0.8725490196078431
33.3,7.44,31.7,31.3,0.135,0.135,27.78928,-82.64133,6.0,293.8,0.1143695014662756,-0.1750972762645914,0.0044642857142857
32.2,2.07,27.9,26.4,0.239,0.242,35.32592,-96.12483,203.0,629.2,0.0140845070422535,0.1473317865429234,-0.1719882770322381
29.5,3.19,26.0,24.4,0.296,0.3,37.91046,-87.27146,121.0,422.3,0.1416781292984869,0.4573913043478261,-0.3111638954869358
27.8,5.65,22.3,21.1,0.119,0.123,41.4682,-72.3381,55.0,151.6,-0.0195873596239226,0.4116716271710055,-0.4255757701248953
32.5,2.21,29.9,29.2,0.192,0.205,29.97632,-83.78821,0.0,204.0,0.1476510067114094,0.0268199233716475,0.4911242603550296
27.3,3.64,23.2,22.0,0.284,0.289,40.3775,-86.68368,217.0,165.9,0.0760467103389347,0.5101177891875567,-0.3555045871559633
24.3,3.14,18.9,17.3,0.184,0.186,47.95434,-102.08649,595.0,907.1,0.0387388898205601,0.3414522058823529,-0.3497613211198555
35.8,0.25,29.5,27.6,0.057,0.106,35.21449,-106.58993,1530.0,1017.1,0.0436923076923077,0.1724413379930104,-0.3692391211177462
27.8,5.57,23.0,21.9,0.125,0.13,41.3458,-72.9585,24.0,113.1,0.2427672955974842,0.5706134094151213,-0.6132190942472461
31.8,0.65,30.9,30.5,0.154,0.157,25.59108,-80.33172,7.0,17.9,0.4876360039564787,0.8375666353088742,-0.6423477783872737
31.9,3.82,28.9,27.9,0.29,0.291,30.46408,-91.18622,15.0,121.8,0.2931968693558097,0.6057094878253568,-0.5825350036845984
25.3,3.49,19.9,18.3,0.265,0.269,41.99423,-77.87028,495.0,131.5,0.0761714412613813,0.2076190476190476,-0.3050754957249408
29.5,6.39,24.9,23.6,0.146,0.166,40.29736,-74.36164,21.0,54.2,0.2043471101597233,0.4168476949070722,-0.3196650303205313
29.9,2.81,25.6,24.3,0.25,0.251,37.76954,-89.81122,136.0,476.1,0.3059653624118024,0.6030814380044021,-0.5700649102710958
30.4,1.45,26.1,25.1,0.203,0.214,39.38119,-75.31416,0.0,154.9,0.1340941512125535,0.5485310524358498,-0.445777677156441
32.9,1.51,31.5,31.6,0.122,0.128,27.31177,-82.56508,0.0,289.1,-0.2371392722710163,-0.7638640429338104,0.9027027027027028
28.8,3.75,24.6,23.2,0.264,0.267,39.9281,-83.105,247.0,426.4,0.4116623150565709,0.6671590349581487,-0.5337423312883436
24.3,1.0,17.7,17.8,0.094,0.157,47.32696,-123.12506,-1.0,69.1,0.506993006993007,0.7452574525745257,-0.5230247212796898
30.0,1.32,24.6,23.4,0.302,0.305,39.02018,-90.92147,181.0,409.8,0.4114478114478114,0.2090497737556561,-0.4552429667519181
33.9,1.05,29.1,28.3,0.096,0.094,29.71198,-82.63545,30.0,111.3,0.4908100748808713,0.7773809523809524,-0.6844919786096256
29.4,0.26,24.1,22.1,0.058,0.117,37.07877,-105.75674,2270.0,1150.6,0.2790930310103368,0.2365639492455095,-0.4285091067728214
28.4,1.53,22.9,21.2,0.089,0.092,42.99539,-71.42119,102.0,43.9,-0.1276041666666666,-0.3769875686614628,0.2872614749871067
28.1,2.6,22.5,23.4,0.157,0.163,41.07218,-73.511,16.0,58.3,0.3206896551724137,0.4774535809018567,-0.4677777777777778
27.4,3.01,22.1,20.5,0.257,0.258,43.02971,-83.67385,220.0,120.8,0.3949860724233983,0.7070407337469652,-0.505005177770107
33.8,0.0,26.7,24.7,0.068,0.11,38.94876,-122.63799,403.0,128.3,0.1279348346909439,0.106090373280943,0.346738597351643
33.2,2.37,27.6,26.2,0.203,0.206,35.89333,-79.01972,83.0,214.1,0.4432132963988919,0.6492146596858639,-0.6613213598460551
28.8,10.18,25.1,23.4,0.294,0.298,38.41865,-86.70291,171.0,372.8,0.0075949367088607,-0.1914893617021276,0.184257602862254
29.8,0.01,22.8,20.5,0.054,0.109,46.66745,-120.4795,341.0,172.4,0.2905373276271992,0.6653207716464783,-0.5656198347107438
28.2,1.93,23.9,22.4,0.274,0.278,40.20793,-82.88705,272.0,421.8,0.1833333333333333,-0.1922141119221411,0.6548089591567853
34.1,5.9,30.2,29.3,0.179,0.183,28.04056,-81.92836,36.0,252.2,0.1428571428571428,-0.4198473282442748,0.4158415841584158
31.9,5.67,26.9,25.6,0.274,0.276,33.28469,-86.88281,123.0,322.2,0.2313341493268053,0.1559139784946236,-0.4059599413776258
22.0,2.44,18.1,17.1,0.257,0.26,35.40607,-82.75705,1483.0,391.3,0.4065381391450126,0.6908296943231441,-0.6378351036924633
33.5,0.09,29.3,26.8,0.044,0.096,39.17497,-108.66373,1413.0,1034.1,0.2059721750933152,0.4867295459530599,-0.4085790884718498
26.9,1.31,25.3,24.3,0.12,0.135,39.28428,-74.58238,0.0,165.1,-0.067524115755627,-0.4188034188034188,0.6563071297989032
27.0,2.06,22.6,21.2,0.282,0.286,41.30789,-85.65642,257.0,167.6,0.0656370656370656,0.1986754966887417,-0.0402476780185758
33.0,2.39,30.9,30.5,0.154,0.157,25.5704,-80.38146,6.0,23.2,0.4209686003193187,0.7263581488933601,-0.5570161025303977
34.7,3.9,29.5,28.7,0.18,0.182,28.49291,-81.78053,26.0,201.1,-0.2521739130434782,-0.7349397590361446,0.1335740072202166
27.6,3.27,24.3,22.6,0.284,0.286,39.60219,-84.96981,247.0,321.9,0.4924662965900079,0.7527047913446677,-0.5628715134887975
26.4,0.57,18.5,16.3,0.096,0.127,42.85879,-112.02952,1707.0,960.4,0.4269746646795827,0.8079660382070171,-0.4820769063654138
25.6,1.46,19.1,17.6,0.178,0.183,44.08472,-103.58,1425.0,1136.8,0.2401433691756272,0.5619834710743802,-0.3505226480836237
31.6,2.68,26.9,25.5,0.18,0.179,36.04979,-91.60619,145.0,680.5,0.0114510340112801,0.2027567195037904,-0.2813264474041859
22.5,0.91,15.8,14.4,0.127,0.156,48.49915,-117.18145,985.0,393.3,0.4881266490765171,0.7207293666026872,-0.598682543704079
26.3,2.68,21.5,20.4,0.138,0.141,45.44562,-93.0552,272.0,363.9,0.1149674620390455,0.3154362416107382,0.0954773869346733
26.0,3.22,21.3,21.1,0.138,0.143,41.67107,-70.39687,25.0,95.1,0.0923076923076923,0.5523520485584219,-0.4823657080846446
32.7,5.87,31.7,31.3,0.135,0.135,27.73893,-82.65081,0.0,299.4,0.3666666666666666,-0.5682539682539682,0.7953795379537953
32.3,4.08,28.3,27.2,0.269,0.27,33.26822,-79.26879,0.0,78.6,-0.0424242424242424,-0.423841059602649,0.7105263157894737
30.4,4.44,24.7,23.4,0.272,0.274,37.9181,-91.10125,229.0,515.9,0.3919413919413919,0.6459181694783789,-0.5836487509462528
20.2,1.57,14.6,14.0,0.185,0.219,47.43183,-123.97305,58.0,127.0,0.4526315789473684,0.7947705969412926,-0.5328368314150305
33.4,7.79,28.6,28.1,0.264,0.269,28.24732,-80.84074,9.0,243.0,0.5867924528301887,0.752542372881356,-0.5515008828722778
26.6,1.85,22.3,20.4,0.199,0.213,45.392,-92.82024,269.0,357.0,0.1379310344827586,-0.2468827930174563,0.64453125
26.0,3.44,21.6,19.3,0.12,0.123,45.63106,-68.87045,148.0,179.9,0.2482387070037298,0.6123103227185296,-0.1256056653000372
27.7,0.83,25.3,23.6,0.06,0.131,48.23518,-119.00856,621.0,255.2,0.4925,0.7607542722451385,-0.688039457459926
34.4,3.75,30.4,29.5,0.152,0.154,29.04566,-82.46475,14.0,157.8,-0.0320855614973262,0.0378863409770687,0.006022368798394
