avg_temp_max,avg_precip,soil_temp_surface,soil_temp_deep,soil_moisture_surface,soil_moisture_deep,lat,lon,elevation,dist_to_coast,ndci,ndvi,mndwi
25.4,0.1,17.7,16.4,0.098,0.142,40.69911,-105.69196,2366.0,1338.4,0.0686346863468634,0.1675461741424802,-0.4018691588785046
32.2,7.0,29.6,28.9,0.175,0.18,30.53053,-86.50575,8.0,68.1,0.3006644518272425,0.6695447409733124,-0.525065963060686
29.7,0.01,22.7,20.5,0.054,0.109,46.66065,-120.47894,353.0,172.9,0.1258355129322871,0.3764510779436152,-0.4271797369702874
25.2,6.6,19.8,18.3,0.176,0.177,46.12222,-91.94946,299.0,251.4,-0.03770197486535,-0.3226544622425629,0.5470668485675307
27.4,2.76,22.8,21.0,0.204,0.209,41.11004,-74.39176,213.0,56.2,0.441016333938294,0.597517151257759,-0.5951233342784236
26.0,2.6,20.7,19.5,0.137,0.139,43.71404,-86.11174,263.0,251.5,0.2428778367938194,0.5151515151515151,-0.4616550469839345
27.9,2.72,22.3,20.7,0.152,0.164,42.97809,-71.07237,33.0,19.5,0.0664697193500738,0.2696456086286595,-0.2972111553784861
27.9,3.61,22.1,20.9,0.117,0.121,41.4731,-72.2606,89.0,146.6,0.1506486629600212,0.4183136899365367,-0.4026780516204153
24.5,1.06,17.1,16.1,0.111,0.151,47.02388,-122.78222,47.0,73.7,0.0070921985815602,-0.12,0.1294117647058823
29.0,2.26,24.6,23.4,0.134,0.152,40.29233,-74.03875,17.0,45.4,0.245757385292269,0.634703196347032,-0.477416440831075
27.9,3.18,23.4,22.0,0.283,0.287,41.11354,-83.112,241.0,321.1,0.0977713874910136,0.4028075184392101,-0.3436783160167319
27.1,0.22,18.3,17.2,0.147,0.179,42.9686,-122.93123,523.0,129.2,0.6805807622504537,0.8773519163763066,-0.7047210300429184
27.6,4.65,23.0,21.9,0.286,0.29,35.85129,-85.01321,548.0,579.2,0.4100558659217877,0.7373134328358208,-0.5999257747262943
24.8,1.4,23.8,20.6,0.309,0.325,44.60364,-87.9968,175.0,324.5,0.1483996120271581,-0.3046062407132243,0.8551532033426184
26.6,1.02,20.7,18.7,0.132,0.145,46.34096,-101.84853,675.0,919.6,0.1739130434782608,-0.2294117647058823,0.2719486081370449
29.9,3.51,26.0,24.8,0.141,0.155,39.08495,-75.46038,2.0,134.6,-0.0714285714285714,0.0184476157326836,0.077490774907749
26.4,2.24,21.3,19.5,0.223,0.224,42.87628,-74.60286,196.0,247.1,-0.0293229074106984,0.148235294117647,-0.0745794985718819
25.0,0.58,20.5,18.9,0.363,0.362,48.41333,-97.13722,240.0,539.7,0.0681185110154469,-0.0577752227651624,0.2780832678711704
35.9,0.29,29.4,27.5,0.057,0.106,35.30766,-106.56198,1539.0,1022.0,0.023170731707317,0.3125643666323378,-0.1222894432737407
31.9,0.0,26.1,24.0,0.046,0.097,39.52275,-119.75714,1345.0,305.6,0.0612592863232248,0.0974238875878219,-0.2652620205294435
35.0,0.06,29.8,27.6,0.044,0.103,38.74862,-108.25819,1493.0,1041.7,0.2479236614242798,0.5070079925865864,-0.4545095717387014
26.6,1.45,21.8,20.4,0.144,0.147,45.34166,-93.12722,270.0,376.3,0.0,-0.2110552763819095,0.2875
31.4,0.26,25.3,23.5,0.133,0.163,40.37024,-104.0318,1334.0,1384.0,0.1381163823323206,0.5217842323651453,-0.5344572611653357
30.9,4.56,26.5,25.1,0.258,0.263,36.367,-94.7261,265.0,744.0,-0.0029127344751252,0.1220805711371749,-0.2195723684210526
26.9,1.19,21.9,20.0,0.246,0.25,45.26067,-93.00069,267.0,377.1,0.0935550935550935,-0.217877094972067,0.6161137440758294
27.0,2.07,20.2,18.7,0.183,0.202,44.36561,-72.03926,155.0,167.9,0.273219814241486,0.5573886401131275,-0.5547445255474452
29.4,0.43,24.2,22.0,0.099,0.153,44.07751,-115.96244,933.0,627.7,0.1169865990583122,0.0626682045367166,-0.1186094069529652
33.1,2.41,27.5,26.3,0.282,0.284,35.41011,-93.83786,126.0,651.6,-0.0140350877192982,0.2103825136612022,-0.2939136466100225
27.2,0.15,18.9,16.4,0.079,0.108,40.48225,-111.64709,1955.0,930.2,0.0419274831699539,0.0616541353383458,-0.1812080536912751
25.4,3.56,19.8,18.4,0.211,0.22,46.64324,-94.81356,404.0,396.1,0.354679802955665,0.6009139375476009,-0.6943169784680551
27.4,2.93,23.0,21.7,0.286,0.291,40.70379,-85.5688,266.0,202.8,0.4912621359223301,0.8141843971631205,-0.5638859556494192
32.6,2.17,30.8,30.3,0.149,0.151,27.94098,-82.80114,13.0,283.3,0.4498381877022653,0.7532656023222061,-0.6307053941908713
33.8,9.64,31.3,30.8,0.123,0.121,26.86605,-82.24541,4.0,235.8,0.3081761006289308,0.4904576616638873,-0.5383767903048109
26.3,3.59,23.1,21.4,0.255,0.26,44.19017,-93.8015,313.0,510.6,0.3140150459738088,0.5951323795428384,-0.5031789865776123
33.8,5.23,30.2,29.7,0.152,0.154,28.13769,-82.62977,17.0,256.8,0.1782945736434108,-0.0816326530612244,-0.2575757575757575
25.6,3.0,21.6,20.1,0.227,0.231,43.74805,-92.9158,376.0,490.2,0.2203488372093023,0.6922547332185887,-0.5035563592525618
27.8,2.38,22.8,21.2,0.195,0.197,40.86851,-74.5172,196.0,47.4,0.282453637660485,0.6071846934791097,-0.5091659028414299
20.0,0.38,16.7,16.5,0.149,0.191,48.76786,-122.66188,0.0,132.6,0.3907910271546635,0.4860557768924303,0.5437881873727087
31.9,7.62,28.4,27.7,0.172,0.175,30.42803,-86.66747,15.0,51.2,0.2179034157832744,0.6210045662100456,-0.3624382207578254
25.8,1.03,22.6,21.0,0.091,0.155,44.12259,-115.34985,1401.0,662.3,0.4026447788417692,0.7586588061901253,-0.4154744525547445
25.8,1.98,20.0,18.3,0.25,0.251,44.6213,-89.173,311.0,349.0,0.0623864324651726,0.4363735663571819,-0.3654492493838225
26.3,3.59,22.6,20.2,0.222,0.224,45.31028,-95.12841,371.0,492.2,0.3341645885286783,0.6835555555555556,-0.4651741293532338
21.3,0.75,15.9,15.1,0.199,0.225,47.38647,-121.8462,311.0,41.5,0.433112582781457,0.8245901639344262,-0.4703328509406657
35.7,0.0,30.5,28.9,0.092,0.251,36.16686,-120.36498,217.0,262.6,0.1578070784177654,0.2628765792031098,-0.2862453531598513
30.1,6.71,25.4,23.8,0.175,0.177,39.07926,-76.72689,41.0,30.9,0.2413223140495868,0.6734839053885826,-0.6267227283345013
25.1,2.91,20.6,19.0,0.265,0.268,45.76142,-93.94688,356.0,388.9,0.2273135669362084,0.6034429757147248,-0.499804151978065
34.4,2.43,29.4,28.7,0.091,0.089,29.36223,-82.53503,28.0,131.8,0.2199762187871581,0.6024242424242424,-0.5819875776397515
33.1,8.23,29.4,29.0,0.175,0.176,26.54771,-81.75988,11.0,176.5,0.4280338664158043,0.7385508492797248,-0.634610372686995
28.3,0.38,18.7,17.4,0.194,0.214,46.04643,-115.86507,537.0,519.0,0.3525291828793774,0.7220180420982292,-0.4452117863720073
29.1,5.88,25.0,23.8,0.296,0.299,38.53052,-87.03352,150.0,355.7,0.143843498273878,0.0606060606060606,-0.1452111225540679
25.1,1.53,18.9,16.5,0.115,0.114,47.9348,-91.7847,397.0,140.5,0.0383747178329571,-0.2456140350877192,0.4368231046931408
28.5,2.98,24.2,22.7,0.269,0.274,39.9153,-83.8517,276.0,372.6,0.0900572618427902,0.5494845360824743,-0.3033707865168539
34.2,0.0,30.9,29.8,0.03,0.08,34.835,-118.21583,722.0,93.2,0.0374972589722973,0.0438571013650885,-0.2213638785295684
20.8,0.37,15.4,16.3,0.117,0.166,48.40751,-122.55445,-2.0,91.8,0.0935849056603773,0.2753054759390557,-0.1476332922752067
27.9,0.05,22.1,20.0,0.064,0.124,43.39329,-113.11264,1546.0,854.4,0.0566572237960339,0.1823204419889502,-0.4978177150192555
22.7,0.0,18.9,18.5,0.229,0.235,37.804,-122.257,-2.0,21.4,-0.0168067226890756,-0.5220125786163522,0.5407725321888412
34.7,0.0,30.9,29.9,0.031,0.083,34.52941,-117.27702,838.0,110.9,0.0946789907569323,0.1992929739284136,-0.3461538461538461
29.7,2.79,24.8,23.5,0.283,0.287,38.18989,-91.944,258.0,537.9,0.193806727175654,0.3477321814254859,-0.4486174164259183
33.2,13.7,31.1,30.0,0.172,0.177,28.14036,-81.35196,17.0,242.5,0.1848958333333333,0.1669993346640053,-0.5376791493296348
40.9,0.1,35.7,34.1,0.043,0.1,32.72486,-114.7168,33.0,232.3,-0.1952506596306068,-0.1807124239791485,0.2493320692924243
27.8,0.89,24.2,22.8,0.268,0.275,41.0325,-97.40472,498.0,821.1,0.0169154228855721,0.2111146598530821,-0.354688021354688
26.7,3.0,22.9,21.2,0.189,0.197,43.76942,-94.19525,309.0,567.0,-0.1840833023428784,0.0651790957134468,0.0158293186510667
27.3,4.87,23.3,22.1,0.289,0.293,40.10888,-86.79304,232.0,189.5,0.248081841432225,0.606951871657754,-0.391304347826087
27.3,7.08,23.3,22.1,0.289,0.294,40.2726,-86.90314,222.0,169.2,-0.0644732067255352,0.153194765204003,-0.1309204167114166
33.0,6.85,28.1,27.5,0.163,0.165,30.5966,-85.38734,56.0,175.0,-0.1473684210526315,-0.1720430107526881,0.3491379310344827
35.2,1.66,28.2,27.6,0.162,0.163,29.73379,-81.83774,38.0,64.3,0.4821428571428571,0.7796771130104464,-0.6259963212752913
33.3,8.58,28.8,28.6,0.193,0.197,25.85185,-80.98065,9.0,78.3,0.2650523560209424,0.6120228018656072,-0.4517533807013523
26.0,5.38,21.4,19.8,0.161,0.163,46.29214,-95.74807,404.0,477.3,0.0007434944237918215,-0.1313131313131313,0.4050121261115602
21.8,4.18,19.0,18.0,0.291,0.292,35.5842,-83.5472,1301.0,456.4,0.43428328370906,0.7318548387096774,-0.5948568655992237
26.1,5.81,20.7,19.1,0.262,0.265,41.60201,-79.05004,388.0,144.9,0.2552438027785345,0.4513345374272526,-0.5018988606835898
28.7,3.93,22.4,23.3,0.157,0.163,41.14786,-73.30736,25.0,76.6,0.0549152542372881,0.495110467222021,-0.450313339301701
27.3,8.5,23.5,22.2,0.291,0.296,40.01298,-85.73842,263.0,244.3,0.4758246723904202,0.7845468053491828,-0.5210981189628876
22.0,0.67,20.0,17.8,0.075,0.12,43.76932,-114.28033,1947.0,754.1,0.0314307266784008,0.1332133213321332,-0.2049300188009191
20.6,0.49,16.4,14.9,0.123,0.181,44.33657,-115.44028,2005.0,642.1,0.2103386809269162,0.6332022355619954,-0.1963506545021816
28.5,0.09,23.4,21.5,0.063,0.132,43.56675,-112.93486,1497.0,854.9,0.0289467282899537,0.034816247582205,-0.140552432168174
29.3,3.26,23.9,22.5,0.214,0.216,40.74444,-74.35361,54.0,30.2,0.0030421555845284,0.1509992598075499,-0.1845881659131118
25.7,4.54,21.7,20.2,0.275,0.278,43.58444,-88.93418,271.0,236.2,0.1716621253405994,-0.3797276853252647,0.8715814506539834
30.4,9.02,26.3,25.0,0.262,0.267,36.21611,-94.60528,297.0,728.3,0.1407185628742515,0.4538534728829686,-0.5488921713441655
20.8,0.37,15.3,16.2,0.117,0.166,48.40654,-122.54918,12.0,91.6,0.5058692006707658,0.7913125590179415,-0.5377392560491152
26.1,3.94,20.5,18.9,0.273,0.277,43.60288,-88.10068,285.0,215.5,0.3740085417937767,0.5974892114554727,-0.5619771863117871
25.0,2.73,19.7,18.2,0.258,0.258,46.70754,-94.11914,373.0,344.6,-0.0317460317460317,-0.1659192825112107,0.4983277591973244
21.4,0.77,17.0,17.7,0.123,0.18,48.75406,-122.50135,0.0,129.2,-0.0096745822339489,0.2743362831858407,0.0861788617886178
26.1,0.05,20.9,19.2,0.044,0.103,38.93138,-106.19913,2651.0,1208.5,0.0627166014533258,0.228560912771439,0.2609197296851821
24.8,3.29,21.8,19.1,0.256,0.258,46.58616,-94.11946,364.0,350.4,0.0393700787401574,-0.1806451612903225,0.6050632911392405
26.8,1.11,21.9,20.2,0.257,0.26,43.04927,-84.83747,218.0,182.0,0.2975734355044699,0.6115819209039548,-0.5832992222677036
25.3,0.11,20.5,18.1,0.079,0.118,43.49143,-113.99266,1697.0,791.3,0.0896170548756415,0.3223626212165736,-0.4520197988184576
32.9,0.0,25.4,23.8,0.069,0.103,37.94227,-121.5337,1.0,86.3,-0.0697674418604651,-0.2395209580838323,0.17162471395881
32.4,2.85,31.4,31.3,0.174,0.177,25.89769,-80.18256,7.0,11.0,0.2640750670241287,0.2571041948579161,-0.3710548763150412
32.1,0.13,26.0,24.2,0.073,0.144,40.33662,-111.7768,1372.0,910.8,-0.0788741107330652,0.0825881115202525,0.1357498223169864
21.8,0.08,15.0,13.8,0.144,0.189,39.90851,-105.73542,3001.0,1293.6,0.1738351254480286,0.1863908226296695,0.5130853994490359
30.3,0.06,24.6,21.8,0.064,0.113,41.58889,-112.11361,1285.0,982.6,0.0771491550330639,-0.3787047200878156,0.2928031547814656
28.5,2.16,23.2,21.7,0.208,0.212,40.91904,-75.06601,138.0,93.0,0.2113910186199342,-0.2265758091993185,0.6030534351145038
32.5,2.59,27.5,26.9,0.175,0.178,34.77486,-77.15383,-3.0,93.6,-0.0928270042194092,0.0389610389610389,-0.3361462728551336
30.3,3.77,24.7,23.4,0.289,0.292,38.55589,-90.55116,148.0,430.3,0.3938931297709924,0.6921287320666926,-0.5977830562153602
27.7,0.34,19.5,18.2,0.103,0.119,43.43147,-123.30365,128.0,119.8,0.1879049676025918,0.5756207674943566,-0.2629612330686595
31.6,1.41,25.7,24.1,0.173,0.176,38.11778,-77.94111,76.0,119.5,0.1168639053254437,-0.2908108108108108,0.6705653021442495
32.1,1.31,29.8,29.1,0.19,0.185,28.54167,-82.65833,0.0,216.4,-0.0451612903225806,-0.4953846153846153,0.5422222222222223
26.7,4.23,21.8,20.3,0.207,0.21,44.15725,-96.02264,512.0,629.4,0.2269543432690833,0.5847066578773896,-0.4503992298002175
26.8,2.42,22.3,20.7,0.227,0.23,44.25948,-94.52128,292.0,539.2,0.2424242424242424,-0.2948207171314741,0.7344
35.7,0.83,31.6,30.2,0.135,0.175,32.81206,-98.97507,360.0,484.9,-0.0584599081596609,-0.4773949868375872,0.7448508105568172
24.4,7.52,21.0,19.8,0.226,0.229,39.66814,-79.17809,661.0,206.0,0.3548387096774194,0.631236442516269,-0.6116700201207244
17.8,0.65,14.9,14.5,0.264,0.271,46.84108,-123.99445,3.0,71.7,0.4204476709013914,0.7153891859774213,-0.522898657347802
27.5,8.28,22.8,21.6,0.313,0.316,41.71175,-87.85651,210.0,21.3,0.2138939670932358,0.510250569476082,-0.5460263007432818
28.6,0.1,23.0,21.1,0.066,0.134,43.54791,-112.91733,1499.0,857.2,0.0615429066743715,0.1416490486257928,-0.3796074676878889
28.9,0.01,23.4,21.5,0.056,0.118,46.68921,-120.44615,437.0,172.9,0.0999326296878508,0.2653958944281525,-0.3688558446922759
31.9,4.92,28.7,28.3,0.18,0.182,28.97309,-80.89354,3.0,166.9,0.2049689440993788,0.6307692307692307,-0.3587347232207045
32.7,1.16,29.0,27.3,0.089,0.129,34.34628,-103.21378,1278.0,899.3,0.1549482036588053,0.217391304347826,-0.5283730341212177
22.7,2.2,21.0,20.7,0.223,0.227,41.99471,-70.64654,0.0,53.7,-0.1395348837209302,-0.1666666666666666,0.840531561461794
23.7,1.1,15.3,13.8,0.113,0.133,38.90966,-107.02836,2730.0,1145.2,-0.0017521902377972,-0.0425268642136112,0.7720489977728285
30.5,3.33,25.6,24.4,0.185,0.2,38.44143,-75.55565,17.0,135.4,0.355688622754491,0.6643792888334373,-0.6364846870838882
27.5,6.99,24.3,22.6,0.284,0.286,39.65342,-85.00969,235.0,315.4,0.336890243902439,0.6385542168674698,-0.4952164009111617
35.1,0.02,30.2,29.1,0.03,0.083,34.76415,-117.92618,722.0,91.6,0.013958788339189,0.1202982039986445,-0.3146876570088762
32.5,3.13,30.8,30.3,0.145,0.178,28.89167,-82.74167,0.0,186.2,-0.1137254901960784,-0.5351351351351351,0.8076923076923077
34.0,0.0,28.0,26.2,0.065,0.111,37.08978,-120.31767,64.0,208.2,0.0653936803419486,0.19337118164893,-0.3979894528675016
28.8,0.23,22.8,21.0,0.059,0.127,38.48495,-107.077,2289.0,1117.6,-0.0313075506445672,-0.1740041928721174,0.3371212121212121
27.5,0.31,22.8,20.2,0.062,0.098,46.31469,-117.98004,486.0,357.6,0.0947136563876652,0.2621184919210054,-0.3416614615865084
27.4,1.35,22.4,21.2,0.14,0.145,41.33494,-72.18819,6.0,154.0,0.2704663212435233,0.4508580343213728,-0.3867069486404834
33.4,16.71,29.7,28.7,0.175,0.178,28.64865,-81.17792,11.0,190.4,0.3112582781456953,0.6865896534404822,-0.5451285116557083
32.3,8.77,27.6,26.6,0.285,0.288,30.99866,-87.163,24.0,66.7,0.0163842599075759,0.1162556618017111,-0.130656108597285
35.8,9.31,30.2,29.1,0.175,0.177,28.5014,-81.5206,27.0,200.7,-0.1111111111111111,-0.5333333333333333,0.6238244514106583
31.6,5.05,28.8,27.8,0.272,0.275,30.14523,-95.12461,25.0,56.2,0.0013233348037053,0.0931909212283044,-0.1848492931448386
25.8,0.77,21.1,19.8,0.163,0.178,43.2504,-70.5911,0.0,30.1,-0.1072124756335282,-0.4947368421052631,0.7636122177954847
28.9,6.22,24.8,23.4,0.287,0.292,39.9933,-82.8592,239.0,441.5,0.4571703561116458,0.7979942693409742,-0.4041170097508125
27.4,0.12,23.9,22.1,0.048,0.098,36.84422,-106.57861,2334.0,1073.1,0.1097683786505538,0.3165829145728643,-0.3940724478594951
27.9,5.81,22.9,21.5,0.272,0.277,41.05986,-82.40979,307.0,330.5,0.115728436820488,0.4645208485735186,-0.3329712112982075
26.1,2.2,20.6,18.6,0.134,0.146,46.48623,-101.85799,689.0,916.1,0.0,0.248695652173913,-0.3562364593005261
27.6,6.44,23.7,22.2,0.273,0.278,40.4515,-82.9015,302.0,394.7,0.0506454816285998,0.394169835234474,-0.3381081748579896
29.6,1.41,24.5,22.4,0.147,0.16,43.21305,-98.41786,435.0,842.6,0.4227290601651592,0.1420222092343658,-0.3009057363300906
28.0,10.4,23.6,22.5,0.296,0.299,39.99605,-87.37145,173.0,190.4,0.3409538825384312,0.6454622561492791,-0.5785032200755053
28.3,7.28,23.9,22.7,0.296,0.3,39.51612,-87.2673,176.0,244.5,0.2734761120263591,0.4185893210283454,-0.4665863937387116
29.9,2.98,25.1,23.8,0.288,0.292,34.585,-83.518,397.0,389.1,0.4819451131439576,0.7333994053518335,-0.6325187969924813
32.6,2.02,29.5,29.1,0.177,0.178,27.04968,-80.11411,0.0,139.2,-0.1407407407407407,-0.5197368421052632,0.4899817850637523
25.6,5.9,20.8,19.3,0.268,0.271,40.8767,-78.8094,452.0,225.1,0.4286945282205945,0.6820906257492209,-0.5956204379562043
24.3,2.21,18.0,16.0,0.211,0.21,47.55283,-92.28106,416.0,182.2,-0.0314465408805031,-0.1468531468531468,0.1272727272727272
26.3,1.93,21.5,19.9,0.365,0.367,46.97695,-96.82026,267.0,530.3,0.2176100628930817,0.3104212860310421,-0.2369230769230769
30.7,1.01,25.1,23.7,0.083,0.092,40.9735,-102.2511,1052.0,1224.4,0.1001809339270361,0.2625707489131327,-0.3038617886178862
24.1,5.55,19.0,17.8,0.173,0.177,45.90941,-86.70229,189.0,196.2,0.2454545454545454,0.7144261489309413,-0.5281887245101959
34.3,10.59,31.1,30.4,0.184,0.188,28.4125,-81.271,21.0,214.0,-0.0824742268041237,-0.3291139240506329,0.216589861751152
24.6,0.21,17.1,15.0,0.116,0.146,42.97194,-111.8264,1897.0,966.3,0.2518256772673733,0.5287833827893175,-0.5450934235692217
35.3,0.05,30.2,27.9,0.043,0.109,39.14955,-108.69179,1389.0,1030.6,0.2830009496676163,0.5866411168902272,-0.5301919720767888
27.8,1.38,23.7,22.4,0.293,0.295,39.28491,-85.12174,294.0,340.6,0.4481268011527377,0.6994899960768929,-0.5849056603773585
30.0,0.0,29.2,27.8,0.03,0.085,34.35628,-117.35519,1071.0,95.5,0.1243781094527363,0.1624745071380013,-0.4139759036144578
27.1,4.55,21.7,20.2,0.258,0.262,43.12444,-89.71159,253.0,234.8,0.3492636843567657,0.5862190812720848,-0.5624652970571904
29.8,1.45,28.1,27.3,0.136,0.209,21.3425,-157.88445,13.0,3847.9,0.0848798296318831,0.1100591715976331,-0.2721485411140583
29.6,1.29,25.2,25.1,0.105,0.127,39.42242,-74.50786,2.0,148.5,-0.0570902394106814,-0.1690427698574338,-0.017094017094017
28.3,4.36,23.5,22.0,0.202,0.204,40.1128,-75.8617,184.0,166.5,0.028125,-0.3610503282275711,0.8213592233009709
21.2,1.25,16.7,15.3,0.146,0.205,44.93831,-115.32049,1884.0,612.4,0.3597597597597597,0.6898457957521094,-0.2917176662586699
29.5,8.76,24.9,23.6,0.296,0.3,38.0945,-87.0367,119.0,403.8,0.2306042188058634,0.366686286050618,-0.4272
33.4,5.02,28.0,26.4,0.261,0.263,34.30849,-78.49983,18.0,56.4,0.0108789500949749,0.0944896115627823,0.0959312320916905
25.8,7.18,21.4,19.8,0.161,0.163,46.31173,-95.72948,402.0,475.1,-0.0255255255255255,-0.1430962343096234,0.4368463395012067
31.5,2.94,27.6,26.2,0.171,0.171,35.02575,-90.12008,91.0,534.1,0.2489296636085627,0.5721751248403205,-0.521756072217171
35.1,0.01,30.9,28.5,0.039,0.082,37.26169,-113.10719,1235.0,593.0,0.1445480631276901,0.2491736187627892,-0.4253826530612244
31.7,0.0,21.7,20.0,0.084,0.116,39.04194,-122.98083,477.0,144.3,0.2653992395437262,0.5851668477025286,-0.5697966643819969
33.5,8.83,30.9,30.1,0.179,0.182,27.87719,-81.46708,29.0,263.0,-0.1675126903553299,-0.5333333333333333,0.3665158371040724
26.0,1.42,20.1,18.8,0.105,0.108,43.39511,-72.08133,350.0,101.2,-0.1240799158780231,0.1298331298331298,-0.0352446081009994
30.2,1.36,31.2,30.8,0.162,0.164,26.59028,-82.17201,0.0,215.5,-0.0893760539629005,-0.4104803493449782,0.7810413885180241
27.0,2.58,22.0,20.3,0.183,0.187,43.95804,-96.21152,514.0,655.7,0.1677675033025099,0.4714765100671141,-0.5738108255877529
28.3,9.25,24.1,22.9,0.293,0.297,39.67372,-86.2472,211.0,252.5,0.3698996655518394,0.6066805845511483,-0.5473306415432929
29.2,1.44,22.9,23.3,0.258,0.266,40.90356,-73.54336,0.0,44.6,-0.1296043656207367,-0.0272952853598014,0.2129514321295143
28.6,0.05,24.0,22.0,0.052,0.106,47.13425,-119.23665,364.0,236.4,0.054410743227599,0.0232001913417842,-0.1817858413376022
28.5,1.76,22.9,20.6,0.173,0.179,42.36966,-73.78882,5.0,186.5,0.2511627906976744,0.5798173118747282,-0.3827859569648924
33.2,2.15,28.2,26.9,0.222,0.228,35.48472,-77.99583,37.0,143.1,0.1359894632861376,0.4080757951725693,-0.5258442453480359
26.7,5.78,20.0,22.9,0.217,0.232,41.14361,-72.29945,7.0,151.2,0.3643031784841076,0.7161572052401747,-0.5684286748732802
37.6,1.15,33.1,31.5,0.056,0.092,31.56211,-111.04597,1002.0,593.0,0.1721262656343061,0.5598201279371714,-0.3730204159511543
22.9,2.38,17.7,16.7,0.241,0.24,47.70722,-90.5225,189.0,51.2,0.1819911223842739,0.4207453973955994,-0.4252619966905681
32.9,6.0,29.4,28.4,0.293,0.343,29.48856,-99.70478,374.0,293.0,0.1244668476153547,0.1325393776411832,-0.0685483870967741
29.3,0.13,21.7,19.6,0.087,0.135,42.68522,-113.50894,1271.0,878.9,-0.0327272727272727,0.1419939577039275,-0.1500600240096038
31.8,5.12,28.5,26.8,0.234,0.235,35.09037,-90.02509,74.0,539.6,0.1851203501094092,0.4890931540677734,-0.4886653655607266
30.7,8.65,26.2,24.9,0.262,0.267,36.19893,-94.58356,310.0,726.6,-0.0652930530419045,0.1713233701537795,-0.2022877035931866
33.9,2.22,29.4,27.9,0.229,0.233,32.85235,-95.52903,121.0,350.7,0.0719602977667493,-0.2064516129032258,0.5314285714285715
29.3,2.62,24.6,23.4,0.258,0.265,35.87951,-81.93649,549.0,390.1,0.1163682864450127,0.3496470588235294,-0.4214112991866344
25.9,3.54,23.1,20.6,0.301,0.313,44.15277,-88.79667,226.0,289.6,0.1964912280701754,-0.1855047454702329,0.7963558413719185
24.9,1.62,17.9,18.8,0.174,0.199,43.7338,-69.8067,0.0,113.0,-0.0722733245729303,-0.7035490605427975,0.6842105263157895
23.7,1.3,19.8,17.1,0.277,0.28,46.91751,-90.84155,195.0,130.2,0.3929313929313929,0.7508532423208191,-0.5515981735159817
18.1,1.2,14.7,13.7,0.118,0.143,48.30814,-121.65667,614.0,92.2,0.5595667870036101,0.8876611418047882,-0.4935205183585313
27.9,3.15,22.6,21.2,0.269,0.272,39.8539,-80.3297,318.0,305.2,0.1258134490238611,0.3235417540914813,-0.4269216889209671
30.7,2.09,25.9,24.7,0.29,0.292,33.09692,-85.79893,250.0,327.8,0.1564356435643564,0.5617283950617284,-0.4153577661431064
22.8,0.33,17.2,15.7,0.132,0.132,47.95993,-89.73235,347.0,14.2,0.3065573770491803,0.6113918236104732,-0.5735632183908046
21.5,0.0,15.4,16.7,0.137,0.151,37.97831,-122.73561,138.0,28.6,0.4367864693446088,0.7976913730255164,-0.5177772545326113
29.4,6.31,24.7,23.3,0.276,0.277,38.47516,-85.85511,168.0,388.1,0.223264540337711,0.0095693779904306,-0.3545647558386411
25.8,1.65,22.1,19.8,0.267,0.268,45.92956,-95.38427,412.0,470.5,-0.0065368535329037,-0.0413980582524272,0.5286669011607457
28.4,8.62,24.4,23.0,0.202,0.207,42.39222,-83.29583,187.0,180.4,0.2976459206707513,0.6286445012787724,-0.4813999559762271
27.2,10.87,23.6,22.3,0.29,0.294,39.72955,-84.91488,304.0,315.0,0.4379977246871445,0.7686182669789228,-0.5317073170731708
32.4,8.33,28.7,27.3,0.299,0.302,30.72398,-88.05912,3.0,89.8,0.0241437394722066,0.0125,-0.1954751131221719
32.1,3.14,28.3,26.8,0.242,0.249,35.23712,-97.41261,373.0,644.0,0.0440677966101694,0.1730205278592375,-0.22007722007722
30.1,14.92,26.2,24.9,0.295,0.298,37.07319,-94.74072,244.0,800.3,0.2991875662310138,0.5485779294653015,-0.5124133303511519
26.1,3.33,21.1,19.4,0.092,0.095,42.77419,-72.0364,309.0,94.5,-0.0521541950113378,-0.2242744063324538,0.4922737306843267
25.1,3.08,19.2,17.4,0.222,0.225,46.77718,-93.15639,372.0,275.3,-0.0189274447949526,0.2117144600366076,-0.2916525853328827
26.4,8.16,22.1,20.5,0.262,0.263,42.28286,-85.16761,266.0,211.2,0.2945686900958466,0.4938101788170564,-0.5238685678859268
28.9,2.89,22.8,20.9,0.183,0.187,42.48308,-71.26128,40.0,23.3,0.3849184633906096,0.5891061963078047,-0.659855591081373
27.5,3.9,23.1,21.9,0.224,0.226,35.26562,-82.451,762.0,361.1,0.4475374732334047,0.7667269439421338,-0.5776019476567255
23.8,0.2,18.8,16.5,0.1,0.117,40.57144,-110.70268,2468.0,992.0,-0.037037037037037,-0.1128775834658187,0.6341463414634146
32.3,0.08,29.7,27.4,0.04,0.095,39.61307,-119.3034,1249.0,342.9,0.3404927353126974,0.2844413982179575,-0.4500696702275894
24.4,4.38,19.6,17.8,0.247,0.248,46.12014,-93.55061,382.0,340.2,0.1675367821547223,0.3605541378053226,-0.5157402410505486
29.9,13.76,26.0,24.7,0.293,0.296,37.1812,-94.47372,271.0,774.7,0.420582986317668,0.6141045958795562,-0.5533900062201949
27.3,1.86,22.4,20.7,0.205,0.209,41.19171,-74.31579,191.0,60.8,-0.1071428571428571,-0.5897435897435898,0.8403361344537815
